ensembl_gene_id,ymin,ymax,range,y0,y1,y120,t_max,type,tpm_level,cluster,subcluster,cluster_name
ENSDARG00000000001,1.1844232,13.10002,11.9155968,2.781528,4.892666,2.8186860000000005,3.0,maternal,medium,1.0,1.0,TU pre-ZGA
ENSDARG00000000002,0.2121845999999999,13.21564,13.003455399999998,0.3486278,4.170626,11.82968,96.0,maternal,medium,4.0,3.0,SU post-ZGA
ENSDARG00000000018,6.5564108,115.711594,109.1551832,6.5564108,13.1439136,15.863294000000002,3.0,maternal,medium,1.0,3.0,TU pre-ZGA
ENSDARG00000000019,25.38348,159.68920000000003,134.30572000000004,139.28939999999997,150.735,61.52872,4.3,maternal,medium,0.0,3.0,SD
ENSDARG00000000068,7.588388,85.2755634,77.6871754,41.2259718,46.6015318,28.86918,2.25,maternal,medium,1.0,3.0,TU pre-ZGA
ENSDARG00000000069,88.05828,558.7241999999999,470.6659199999999,558.7241999999999,495.4362,102.34332,0.0,maternal,medium,0.0,0.0,SD
ENSDARG00000000086,2.2991078,26.962606,24.6634982,2.2991078,4.5461568,14.9957254,3.0,maternal,medium,1.0,4.0,TU pre-ZGA
ENSDARG00000000103,12.54358,51.133668,38.590088,22.516764,12.54358,24.34724,24.0,maternal,medium,3.0,0.0,SU ZGA
ENSDARG00000000142,1.4862846,19.14646,17.6601754,1.6125432,5.286023999999999,5.1854260000000005,2.25,maternal,medium,1.0,1.0,TU pre-ZGA
ENSDARG00000000151,1.1622308,34.278479999999995,33.11624919999999,5.270804,7.626766000000001,4.5583100000000005,3.0,maternal,medium,1.0,1.0,TU pre-ZGA
ENSDARG00000000161,0.1136932,6.2800734,6.1663802,0.1136932,0.1376662,4.930082400000001,96.0,maternal,low,4.0,2.0,SU post-ZGA
ENSDARG00000000175,0.2027702,24.21942,24.0166498,0.2898018,0.3484784,5.811586,16.0,maternal,medium,3.0,2.0,SU ZGA
ENSDARG00000000183,1.3702992,86.26268,84.8923808,45.156584,57.98482800000001,8.841104,3.0,maternal,medium,0.0,4.0,SD
ENSDARG00000000189,0.4887881999999999,18.879493,18.3907048,7.303033400000001,11.1522634,12.542339199999995,3.0,maternal,medium,1.0,0.0,TU pre-ZGA
ENSDARG00000000212,0.574819,1284.0939999999998,1283.519181,0.8185988,1.0026168,583.5778,6.0,maternal,high,2.0,3.0,TU post-ZGA
ENSDARG00000000229,0.2811328,11.379506,11.0983732,0.2811328,1.053503,5.9127600000000005,36.0,maternal,medium,3.0,0.0,SU ZGA
ENSDARG00000000241,0.3667476,41.11464,40.747892400000005,0.3667476,0.4724039999999999,37.0712,96.0,maternal,medium,4.0,3.0,SU post-ZGA
ENSDARG00000000324,6.194802,38.441680000000005,32.246878,30.939960000000003,32.198440000000005,16.11838,2.25,maternal,medium,0.0,4.0,SD
ENSDARG00000000349,0.0,2.29369,2.29369,0.3206362,0.1368662,0.577351,24.0,maternal,low,3.0,3.0,SU ZGA
ENSDARG00000000369,0.057211,11.3237,11.266488999999998,0.1245514,0.300438,9.993136,36.0,maternal,medium,3.0,4.0,SU ZGA
ENSDARG00000000370,0.0435358,7.921248,7.8777122,0.1161589999999999,0.066537,7.921248,120.0,maternal,low,4.0,3.0,SU post-ZGA
ENSDARG00000000380,0.1340834,12.3792274,12.245144,0.4448778,0.3881264,10.4591362,96.0,maternal,medium,4.0,2.0,SU post-ZGA
ENSDARG00000000394,40.27482,288.9316,248.65678,125.61382,141.6065,40.27482,6.0,maternal,medium,2.0,1.0,TU post-ZGA
ENSDARG00000000423,3.025524,44.55942,41.533896,4.39189,5.867354,3.447406,3.0,maternal,medium,1.0,1.0,TU pre-ZGA
ENSDARG00000000442,7.38223,134.69868000000002,127.31645000000005,23.62852,30.20568,7.38223,3.0,maternal,medium,1.0,2.0,TU pre-ZGA
ENSDARG00000000460,0.0,0.3268011999999999,0.3268011999999999,0.0,0.0,0.2711662,96.0,zygotic,low,,,
ENSDARG00000000472,0.6421300000000001,10.446657,9.804527,0.6421300000000001,2.7781177999999995,6.7495222,48.0,maternal,medium,4.0,0.0,SU post-ZGA
ENSDARG00000000474,0.0,0.8768426,0.8768426,0.0,0.0,0.20914,96.0,zygotic,low,,,
ENSDARG00000000476,2.4029199999999995,31.8601058,29.4571858,6.826649999999999,11.824686000000002,3.685476,2.25,maternal,medium,1.0,2.0,TU pre-ZGA
ENSDARG00000000489,17.0776688,66.24956,49.171891200000005,43.23374,33.81372,20.821720000000003,4.3,maternal,medium,1.0,3.0,TU pre-ZGA
ENSDARG00000000503,0.019323,109.3138,109.294477,0.0312587999999999,0.0660066,92.6144,72.0,maternal,medium,4.0,2.0,SU post-ZGA
ENSDARG00000000516,0.0,0.3678824,0.3678824,0.0182823999999999,0.0536896,0.1114961999999999,36.0,maternal,low,,,
ENSDARG00000000529,3.550204,75.27708,71.726876,75.27708,73.8538,4.025178,0.0,maternal,medium,0.0,3.0,SD
ENSDARG00000000540,8.6319564,106.8311432,98.1991868,68.7356016,50.7565476,8.6319564,4.3,maternal,medium,0.0,3.0,SD
ENSDARG00000000542,5.5065294,86.88327999999998,81.37675059999998,35.959514,33.4778118,5.5065294,2.25,maternal,medium,1.0,3.0,TU pre-ZGA
ENSDARG00000000551,0.7975516,30.36012,29.562568400000004,1.4198486,2.4164264,9.373957999999998,24.0,maternal,medium,3.0,3.0,SU ZGA
ENSDARG00000000563,0.023614,35.926100000000005,35.902486,0.0285136,0.0443212,35.926100000000005,120.0,maternal,medium,4.0,0.0,SU post-ZGA
ENSDARG00000000567,1.3978940000000002,36.1026988,34.7048048,1.3978940000000002,3.079954,5.8657840000000006,5.25,maternal,medium,2.0,2.0,TU post-ZGA
ENSDARG00000000568,10.3038558,215.748337,205.4444812,143.5616854,144.064844,14.3984628,3.0,maternal,medium,0.0,4.0,SD
ENSDARG00000000588,2.316764,46.78262,44.465856,6.396482000000001,8.643808000000002,5.333907999999999,3.0,maternal,medium,1.0,1.0,TU pre-ZGA
ENSDARG00000000606,0.0,0.318439,0.318439,0.0,0.0062502,0.214926,36.0,maternal,low,,,
ENSDARG00000000631,3.8807312,63.968546,60.0878148,4.2960452,12.2970386,9.897156999999998,3.0,maternal,medium,1.0,1.0,TU pre-ZGA
ENSDARG00000000638,0.0,0.1188318,0.1188318,0.0,0.1188318,0.0,0.75,maternal,low,,,
ENSDARG00000000651,0.0,6.699617999999999,6.699617999999999,0.0,0.0,2.71666,10.3,zygotic,low,3.0,1.0,SU ZGA
ENSDARG00000000656,0.126437,1.6487888000000002,1.5223518000000005,0.6406745999999999,1.3186778,0.2064392,16.0,maternal,low,0.0,0.0,SD
ENSDARG00000000666,0.3719528,26.9595,26.5875472,0.3719528,0.921095,26.9595,120.0,maternal,medium,4.0,3.0,SU post-ZGA
ENSDARG00000000690,3.017676,19.77472,16.757044,10.581184,6.232472,6.679761999999999,24.0,maternal,medium,3.0,3.0,SU ZGA
ENSDARG00000000729,9.8734298,294.15388,284.2804502,240.2663,294.15388,9.8734298,0.75,maternal,medium,0.0,3.0,SD
ENSDARG00000000730,3.5577196,67.675072,64.1173524,67.675072,47.3178552,7.681002000000001,0.0,maternal,medium,0.0,4.0,SD
ENSDARG00000000747,1.0576482,20.9097382,19.85209,9.7556868,17.0135766,1.5311022,2.25,maternal,medium,0.0,4.0,SD
ENSDARG00000000760,4.594612,42.412220000000005,37.81760800000001,21.0943,13.559778,6.75614,3.0,maternal,medium,1.0,1.0,TU pre-ZGA
ENSDARG00000000767,0.0,4.4747,4.4747,0.0,0.0,4.4747,120.0,zygotic,low,3.0,2.0,SU ZGA
ENSDARG00000000779,18.07624,72.66484,54.5886,22.79866,18.07624,23.02294,2.25,maternal,medium,1.0,4.0,TU pre-ZGA
ENSDARG00000000796,0.1954836,30.614373,30.4188894,14.072607,20.454159,23.892707,72.0,maternal,medium,4.0,1.0,SU post-ZGA
ENSDARG00000000804,0.1132622,15.5568652,15.443603,1.479886,1.0255994,11.9585716,24.0,maternal,medium,3.0,4.0,SU ZGA
ENSDARG00000000830,3.764146,21.96522,18.201074,3.80373,16.614656000000004,4.332636,2.25,maternal,medium,1.0,3.0,TU pre-ZGA
ENSDARG00000000837,0.6512916000000001,36.904077,36.2527854,9.936811600000002,12.7264384,10.3859444,3.0,maternal,medium,1.0,2.0,TU pre-ZGA
ENSDARG00000000853,25.85054,361.87376000000006,336.02322000000004,361.87376000000006,354.79999999999995,29.311928,0.0,maternal,medium,0.0,3.0,SD
ENSDARG00000000857,17.466458,168.87654000000003,151.41008200000005,70.910704,91.7793658,17.466458,3.0,maternal,medium,1.0,3.0,TU pre-ZGA
ENSDARG00000000861,36.5237724,205.166364,168.6425916,190.489766,205.166364,36.5237724,0.75,maternal,medium,0.0,3.0,SD
ENSDARG00000000887,4.2148192,1609.3697400000003,1605.1549208000004,1540.84716,1609.3697400000003,4.2148192,0.75,maternal,high,0.0,3.0,SD
ENSDARG00000000906,1.6876656,16.91542,15.2277544,5.961546,3.986404,5.9805762,3.0,maternal,medium,1.0,1.0,TU pre-ZGA
ENSDARG00000000935,1.3095177999999998,20.676974,19.367456200000003,5.2833648,9.2681,4.2350114,3.0,maternal,medium,1.0,1.0,TU pre-ZGA
ENSDARG00000000943,0.1411372,29.6760592,29.534922,0.1930566,0.4016732,6.761886200000001,6.0,maternal,medium,2.0,4.0,TU post-ZGA
ENSDARG00000000966,2.4560211999999995,46.23337840000001,43.7773572,15.157823000000002,15.894754600000002,21.435488400000004,2.25,maternal,medium,1.0,0.0,TU pre-ZGA
ENSDARG00000001014,13.271469000000002,62.1332638,48.86179479999999,16.0114396,23.726194,27.851431,24.0,maternal,medium,3.0,3.0,SU ZGA
ENSDARG00000001015,1.252825,12.65311,11.400285,1.252825,5.9782004,12.65311,120.0,maternal,medium,4.0,0.0,SU post-ZGA
ENSDARG00000001057,2.796304,199.6266,196.830296,2.796304,5.174524,71.3611,10.3,maternal,medium,2.0,4.0,TU post-ZGA
ENSDARG00000001127,0.0246851999999999,12.0248,12.0001148,0.1258702,0.0926832,12.0248,120.0,maternal,medium,4.0,2.0,SU post-ZGA
ENSDARG00000001129,3.448187,35.80303,32.354843,8.402353999999999,9.126959,10.9260232,3.0,maternal,medium,1.0,4.0,TU pre-ZGA
ENSDARG00000001154,0.0,4.648987,4.648987,0.027267,0.0276352,4.648987,120.0,maternal,low,4.0,4.0,SU post-ZGA
ENSDARG00000001162,11.9059206,115.78904599999998,103.88312539999998,11.9059206,22.1638894,19.0019958,4.3,maternal,medium,2.0,1.0,TU post-ZGA
ENSDARG00000001169,0.8421984,20.460809000000005,19.618610600000004,8.354942,12.989018000000002,6.4697772,3.0,maternal,medium,1.0,2.0,TU pre-ZGA
ENSDARG00000001210,25.2283,689.5352,664.3069,689.5352,549.5498,25.2283,0.0,maternal,medium,0.0,0.0,SD
ENSDARG00000001220,1.7582239999999998,9.579116000000004,7.820892000000002,5.007954,4.081578,8.820243999999999,96.0,maternal,low,4.0,1.0,SU post-ZGA
ENSDARG00000001234,0.0,6.504718199999999,6.504718199999999,0.0,0.0442276,5.877262,96.0,maternal,low,4.0,1.0,SU post-ZGA
ENSDARG00000001241,55.347325,335.7179734,280.3706484,141.8685178,199.597952,55.347325,6.0,maternal,medium,2.0,1.0,TU post-ZGA
ENSDARG00000001244,85.5663754,434.55517,348.9887946,194.458387,236.515765,119.2670404,8.0,maternal,medium,2.0,1.0,TU post-ZGA
ENSDARG00000001249,5.9843638,111.59832,105.6139562,105.65618,111.59832,5.9843638,0.75,maternal,medium,0.0,4.0,SD
ENSDARG00000001259,0.3639933999999999,3.6796852,3.3156918,0.4212892,1.9765922,1.3333156000000002,19.0,maternal,low,1.0,4.0,TU pre-ZGA
ENSDARG00000001303,0.0,1.6809520000000002,1.6809520000000002,0.0,0.0,0.4073068,4.3,zygotic,low,2.0,0.0,TU post-ZGA
ENSDARG00000001313,4.233062,105.873214,101.640152,28.847862,31.0052,4.233062,2.25,maternal,medium,1.0,3.0,TU pre-ZGA
ENSDARG00000001354,0.0,6.5937304,6.5937304,0.0903248,0.0,6.5937304,120.0,maternal,low,4.0,2.0,SU post-ZGA
ENSDARG00000001414,0.0825452,31.677022,31.5944768,0.1184731999999999,0.177906,3.858886,8.0,maternal,medium,2.0,3.0,TU post-ZGA
ENSDARG00000001431,0.7895437999999999,231.65334,230.8637962,0.7895437999999999,0.958782,219.98224,96.0,maternal,medium,4.0,0.0,SU post-ZGA
ENSDARG00000001437,0.0,24.61868,24.61868,0.0,0.0,19.32074,24.0,zygotic,medium,4.0,3.0,SU post-ZGA
ENSDARG00000001442,0.224059,17.10696,16.882901,17.10696,12.84257,3.1086594,0.0,maternal,medium,0.0,4.0,SD
ENSDARG00000001447,4.87717,34.423100000000005,29.54593000000001,12.871239999999997,21.343920000000004,4.87717,2.25,maternal,medium,1.0,1.0,TU pre-ZGA
ENSDARG00000001452,1.846244,41.70154,39.855296,38.31168,41.70154,2.015976,0.75,maternal,medium,0.0,4.0,SD
ENSDARG00000001463,0.0,53.887546,53.887546,0.0,0.0914084,53.887546,120.0,maternal,medium,4.0,2.0,SU post-ZGA
ENSDARG00000001470,3.1534376,37.117108,33.9636704,18.315974,34.283842,19.046684,2.25,maternal,medium,1.0,2.0,TU pre-ZGA
ENSDARG00000001498,0.0,2.0653086,2.0653086,0.0,0.278134,0.7350272,10.3,maternal,low,3.0,1.0,SU ZGA
ENSDARG00000001549,4.730020000000001,90.030618,85.30059800000001,11.127816,37.375412,4.730020000000001,2.25,maternal,medium,1.0,2.0,TU pre-ZGA
ENSDARG00000001557,8.0313786,51.3460042,43.3146256,32.1530374,41.2214944,8.0313786,2.25,maternal,medium,0.0,1.0,SD
ENSDARG00000001558,14.26635,301.32442,287.05807,218.58354,258.69954,14.26635,2.25,maternal,medium,0.0,1.0,SD
ENSDARG00000001559,0.0199536,3.5121500000000005,3.4921964000000005,0.421046,0.1582584,2.316098,96.0,maternal,low,4.0,4.0,SU post-ZGA
ENSDARG00000001572,0.0,0.1765644,0.1765644,0.0,0.0,0.1765644,120.0,zygotic,low,,,
ENSDARG00000001578,4.229912000000001,94.62046,90.390548,4.229912000000001,10.27054,65.26291999999998,5.25,maternal,medium,4.0,4.0,SU post-ZGA
ENSDARG00000001621,2.6585028,72.95044,70.2919372,29.34352,52.11628,6.529047200000001,4.3,maternal,medium,1.0,2.0,TU pre-ZGA
ENSDARG00000001634,0.1651628,15.624946,15.4597832,0.2773424,0.2836652,10.321572,16.0,maternal,medium,3.0,2.0,SU ZGA
ENSDARG00000001656,0.0,0.5070127999999999,0.5070127999999999,0.0,0.0,0.4460564000000001,4.3,zygotic,low,,,
ENSDARG00000001676,4.831625999999999,62.59018000000001,57.75855400000001,8.3123158,13.71418,46.356,36.0,maternal,medium,4.0,0.0,SU post-ZGA
ENSDARG00000001686,0.0,3.691214,3.691214,0.1253196,0.0,3.691214,120.0,maternal,low,4.0,4.0,SU post-ZGA
ENSDARG00000001710,6.671334,44.1711,37.499766,33.46993,37.6425,42.45084000000001,96.0,maternal,medium,4.0,0.0,SU post-ZGA
ENSDARG00000001712,0.0,2.7521034,2.7521034,0.0188596,0.1916278,2.1361382,24.0,maternal,low,3.0,3.0,SU ZGA
ENSDARG00000001721,0.1770334,48.63304,48.4560066,0.1770334,0.458465,0.3493396,19.0,maternal,medium,3.0,0.0,SU ZGA
ENSDARG00000001729,23.94418,63.97378,40.0296,51.37512,49.12076,23.94418,8.0,maternal,medium,2.0,1.0,TU post-ZGA
ENSDARG00000001733,1.4802848000000002,74.740598,73.2603132,35.6241134,52.774568,15.7348846,3.0,maternal,medium,1.0,1.0,TU pre-ZGA
ENSDARG00000001734,7.63331,71.81316,64.17985,38.53838,34.344440000000006,16.661520000000003,2.25,maternal,medium,1.0,1.0,TU pre-ZGA
ENSDARG00000001754,11.107665999999998,118.74924860000002,107.64158260000002,11.107665999999998,24.30568,23.590808000000003,10.3,maternal,medium,2.0,1.0,TU post-ZGA
ENSDARG00000001760,0.0,12.7548,12.7548,0.0,0.0,7.56358,72.0,zygotic,medium,4.0,2.0,SU post-ZGA
ENSDARG00000001767,4.438049,216.6147026,212.1766536,208.5075896,216.6147026,6.8495554,0.75,maternal,medium,0.0,0.0,SD
ENSDARG00000001769,4.199128,30.9396162,26.7404882,19.25252,30.9396162,7.400193999999999,0.75,maternal,medium,0.0,3.0,SD
ENSDARG00000001771,0.0,1.2541948,1.2541948,0.0,0.0,1.2541948,120.0,zygotic,low,4.0,4.0,SU post-ZGA
ENSDARG00000001776,0.3367027999999999,2.56845,2.2317472,0.7055016000000001,1.5552541999999998,0.9472346,3.0,maternal,low,1.0,4.0,TU pre-ZGA
ENSDARG00000001777,13.29269,94.21234,80.91965,84.4671,78.60128,13.436725999999998,4.3,maternal,medium,0.0,1.0,SD
ENSDARG00000001781,0.083653,7.5480654,7.4644124,0.1933994,1.6354388,6.1523482000000005,96.0,maternal,low,3.0,4.0,SU ZGA
ENSDARG00000001782,0.0,9.75326,9.75326,0.0,0.0,1.701232,24.0,zygotic,low,3.0,1.0,SU ZGA
ENSDARG00000001785,0.0942406,17.464265,17.370024400000002,0.1766218,0.2087396,11.6731562,48.0,maternal,medium,4.0,0.0,SU post-ZGA
ENSDARG00000001788,46.4057,759.2702824,712.8645824,759.2702824,425.2788000000001,483.8939985999999,0.0,maternal,medium,4.0,0.0,SU post-ZGA
ENSDARG00000001803,0.0,2.710098400000001,2.710098400000001,1.2389008,0.4073834,2.2850858,19.0,maternal,low,3.0,2.0,SU ZGA
ENSDARG00000001804,2.232186,34.1553754,31.9231894,34.1553754,29.8570054,9.0649456,0.0,maternal,medium,0.0,0.0,SD
ENSDARG00000001807,0.0133098,10.323182,10.3098722,0.0203484,0.0161438,10.010803999999998,96.0,maternal,medium,4.0,2.0,SU post-ZGA
ENSDARG00000001817,1.096818,25.918280000000003,24.821462000000004,5.173468,16.704299999999996,1.9013664,2.25,maternal,medium,1.0,2.0,TU pre-ZGA
ENSDARG00000001818,0.0279618,6.503198,6.4752362,0.0279618,0.1075116,6.503198,120.0,maternal,low,4.0,4.0,SU post-ZGA
ENSDARG00000001825,0.0151142,1.263322,1.2482078,0.0151142,0.0151713999999999,0.2796154,16.0,maternal,low,3.0,0.0,SU ZGA
ENSDARG00000001829,14.469876,104.84536400000002,90.37548800000002,16.8041244,14.469876,54.83460699999999,4.3,maternal,medium,2.0,1.0,TU post-ZGA
ENSDARG00000001835,0.251915,8.6290762,8.3771612,0.848287,1.8721526,7.571764399999999,96.0,maternal,low,4.0,2.0,SU post-ZGA
ENSDARG00000001857,6.295966,103.236204,96.940238,32.636427999999995,40.487814,16.687452,2.25,maternal,medium,1.0,1.0,TU pre-ZGA
ENSDARG00000001859,0.0607098,34.785000000000004,34.724290200000006,0.0607098,0.1789877999999999,3.196762,19.0,maternal,medium,3.0,3.0,SU ZGA
ENSDARG00000001870,0.2359655999999999,368.5079958,368.2720302,0.2395702,0.9684126,368.5079958,120.0,maternal,medium,4.0,4.0,SU post-ZGA
ENSDARG00000001873,1.303796,99.11744000000002,97.813644,1.303796,5.701981999999999,15.38864,3.0,maternal,medium,1.0,4.0,TU pre-ZGA
ENSDARG00000001879,0.3370381999999999,19.24192,18.9048818,0.3905166,0.3370381999999999,5.986790000000001,5.25,maternal,medium,2.0,0.0,TU post-ZGA
ENSDARG00000001880,2.499806,41.0480352,38.5482292,18.0849706,41.0480352,20.508432,0.75,maternal,medium,0.0,2.0,SD
ENSDARG00000001881,0.0,1.2440668,1.2440668,0.0782088,0.0,1.2440668,120.0,maternal,low,4.0,4.0,SU post-ZGA
ENSDARG00000001882,0.0,17.225574,17.225574,0.0280011999999999,0.0622516,17.225574,120.0,maternal,medium,4.0,2.0,SU post-ZGA
ENSDARG00000001888,4.3071980000000005,58.37214,54.064942,4.3071980000000005,14.602606,7.179823999999999,3.0,maternal,medium,1.0,3.0,TU pre-ZGA
ENSDARG00000001889,0.68841,1026.62,1025.93159,1.1563518,2.428671,329.41700000000003,48.0,maternal,high,3.0,2.0,SU ZGA
ENSDARG00000001890,29.233750200000003,156.9629384,127.7291882,60.12494,96.73314,29.233750200000003,2.25,maternal,medium,1.0,2.0,TU pre-ZGA
ENSDARG00000001891,0.0,3.6511042,3.6511042,0.2059818,0.2060592,3.3302426,96.0,maternal,low,4.0,2.0,SU post-ZGA
ENSDARG00000001897,11.37098,57.39136,46.02038,23.580534,28.9864294,20.4539228,2.25,maternal,medium,1.0,2.0,TU pre-ZGA
ENSDARG00000001898,2.2395714,46.375732000000006,44.1361606,46.375732000000006,43.930046,7.2592114,0.0,maternal,medium,0.0,0.0,SD
ENSDARG00000001906,0.0,0.5920474,0.5920474,0.0,0.0,0.5554942,96.0,zygotic,low,,,
ENSDARG00000001909,0.0,5.200878,5.200878,0.0,0.0,4.420712,96.0,zygotic,low,4.0,2.0,SU post-ZGA
ENSDARG00000001910,0.0205266,34.606759999999994,34.5862334,0.0205266,0.2774846,34.606759999999994,120.0,maternal,medium,4.0,2.0,SU post-ZGA
ENSDARG00000001912,0.054484,4.2664946,4.212010599999999,1.2850444,1.9541608,1.938942,3.0,maternal,low,1.0,0.0,TU pre-ZGA
ENSDARG00000001913,0.0,8.119173,8.119173,0.0,0.0,6.079447,72.0,zygotic,low,3.0,4.0,SU ZGA
ENSDARG00000001929,0.7381895999999999,14.50034,13.7621504,2.779542,4.147236,3.62345,2.25,maternal,medium,1.0,1.0,TU pre-ZGA
ENSDARG00000001930,4.6636026,41.9150762,37.2514736,17.8714134,16.7773158,8.295228,2.25,maternal,medium,1.0,1.0,TU pre-ZGA
ENSDARG00000001933,0.0,3.2679,3.2679,0.0,0.0387782,3.2679,120.0,maternal,low,4.0,0.0,SU post-ZGA
ENSDARG00000001937,0.0,3.350344,3.350344,0.0,0.0137891999999999,2.387996,30.0,maternal,low,3.0,4.0,SU ZGA
ENSDARG00000001939,3.483298,34.84268,31.359382,3.483298,9.323618,4.859240000000001,2.25,maternal,medium,1.0,3.0,TU pre-ZGA
ENSDARG00000001940,25.738976,530.608662,504.869686,188.047032,373.468324,25.772454,4.3,maternal,medium,1.0,2.0,TU pre-ZGA
ENSDARG00000001950,0.4603277999999999,1505.9,1505.4396722,0.5237312000000001,0.5773022,1374.873,72.0,maternal,high,4.0,0.0,SU post-ZGA
ENSDARG00000001953,0.1955154,29.9435496,29.7480342,0.1955154,0.4044508,29.9435496,120.0,maternal,medium,4.0,2.0,SU post-ZGA
ENSDARG00000001968,0.4404336,7.374534,6.9341004,0.9355364,1.6137,1.738902,3.0,maternal,low,1.0,2.0,TU pre-ZGA
ENSDARG00000001969,6.720376,88.958132,82.237756,76.821262,88.958132,6.984717999999999,0.75,maternal,medium,0.0,4.0,SD
ENSDARG00000001971,0.0,17.31832,17.31832,0.0,0.0,11.6024,96.0,zygotic,medium,4.0,4.0,SU post-ZGA
ENSDARG00000001975,0.0544788,26.32882,26.2743412,0.5847673999999999,0.0544788,22.4444,96.0,maternal,medium,4.0,2.0,SU post-ZGA
ENSDARG00000001976,0.114833,16.440739999999998,16.325906999999997,0.188261,0.114833,12.82292,24.0,maternal,medium,3.0,4.0,SU ZGA
ENSDARG00000001993,0.0112684,58.95905959999999,58.94779119999999,0.0529773999999999,0.0112684,36.4733632,72.0,maternal,medium,4.0,2.0,SU post-ZGA
ENSDARG00000001994,0.080023,184.1179058,184.0378828,0.080023,0.1472986,171.707532,72.0,maternal,medium,4.0,2.0,SU post-ZGA
ENSDARG00000001999,0.0,22.00948,22.00948,0.0,0.0574206,2.97915,8.0,maternal,medium,2.0,3.0,TU post-ZGA
ENSDARG00000002002,0.6804786,20.01242,19.3319414,0.6804786,1.6683039999999998,5.6411288,3.0,maternal,medium,1.0,0.0,TU pre-ZGA
ENSDARG00000002006,4.9889948,17.032835999999996,12.043841199999996,4.9889948,5.98186,10.385992000000002,3.0,maternal,medium,1.0,1.0,TU pre-ZGA
ENSDARG00000002013,2.531968,13.4343,10.902331999999998,5.181112000000001,8.374794000000001,5.716673999999999,3.0,maternal,medium,1.0,1.0,TU pre-ZGA
ENSDARG00000002016,13.88098,203.9486,190.06762,28.514759999999995,133.3932,13.88098,2.25,maternal,medium,1.0,2.0,TU pre-ZGA
ENSDARG00000002020,1.5993316,13.3415078,11.7421762,2.5252418000000003,4.326216799999999,5.541870599999999,3.0,maternal,medium,1.0,1.0,TU pre-ZGA
ENSDARG00000002021,0.784881,10.287381999999996,9.502500999999995,0.784881,2.2611648,9.440458,96.0,maternal,medium,4.0,1.0,SU post-ZGA
ENSDARG00000002026,0.0,13.758324000000002,13.758324000000002,0.0,0.0,10.700764,96.0,zygotic,medium,4.0,0.0,SU post-ZGA
ENSDARG00000002031,10.562518,124.86,114.297482,40.58326,44.3695,10.562518,2.25,maternal,medium,1.0,3.0,TU pre-ZGA
ENSDARG00000002037,0.153506,9.837034,9.683528,0.7988329999999999,2.747312,5.516267999999999,2.25,maternal,low,1.0,0.0,TU pre-ZGA
ENSDARG00000002060,1.4628622,119.268976,117.8061138,119.268976,81.9917688,1.4628622,0.0,maternal,medium,0.0,0.0,SD
ENSDARG00000002071,0.4779932,26.03558,25.5575868,0.8821686,0.8473863999999999,16.254260000000002,96.0,maternal,medium,4.0,0.0,SU post-ZGA
ENSDARG00000002077,4.978946,68.8352,63.856254,36.9026,57.563660000000006,4.978946,3.0,maternal,medium,0.0,3.0,SD
ENSDARG00000002082,100.4430184,469.605818,369.1627996,265.3974852,283.19392180000006,100.4430184,6.0,maternal,medium,2.0,1.0,TU post-ZGA
ENSDARG00000002084,0.0285551999999999,26.50114,26.4725848,0.0474031999999999,0.0285551999999999,14.848680000000002,30.0,maternal,medium,3.0,4.0,SU ZGA
ENSDARG00000002097,0.0,1.313962,1.313962,0.0,0.0,1.0353886,96.0,zygotic,low,4.0,4.0,SU post-ZGA
ENSDARG00000002127,15.34696,216.565388,201.218428,216.565388,202.958882,18.51832,0.0,maternal,medium,0.0,4.0,SD
ENSDARG00000002128,8.770772000000001,126.0112,117.240428,126.0112,122.8092,8.770772000000001,0.0,maternal,medium,0.0,1.0,SD
ENSDARG00000002131,0.1543372,46.05336659999999,45.89902939999999,1.5225224000000002,2.6785384,36.4016012,36.0,maternal,medium,4.0,0.0,SU post-ZGA
ENSDARG00000002165,0.463626,33.23662,32.772994000000004,20.884044,19.629316,9.992836,3.0,maternal,medium,0.0,3.0,SD
ENSDARG00000002167,2.1238276000000003,17.9255378,15.8017102,11.445169800000002,17.7590488,12.6873488,2.25,maternal,medium,0.0,2.0,SD
ENSDARG00000002168,46.52257,250.03693000000004,203.51436000000004,228.7390236,225.1315308,50.516252,5.25,maternal,medium,0.0,1.0,SD
ENSDARG00000002172,0.1239039999999999,139.29120000000003,139.16729600000002,0.1239039999999999,0.1490083999999999,12.47366,6.0,maternal,medium,2.0,2.0,TU post-ZGA
ENSDARG00000002174,2.303826,18.28898,15.985154,2.303826,3.2204,6.221006,3.0,maternal,medium,1.0,4.0,TU pre-ZGA
ENSDARG00000002184,11.246137999999998,152.69,141.443862,11.246137999999998,30.94304,13.127439999999998,3.0,maternal,medium,1.0,2.0,TU pre-ZGA
ENSDARG00000002190,38.90354000000001,251.2432,212.33966,251.2432,239.0138,44.06486,0.0,maternal,medium,0.0,3.0,SD
ENSDARG00000002192,0.0,22.204878,22.204878,0.0,0.0,15.48238,96.0,zygotic,medium,4.0,2.0,SU post-ZGA
ENSDARG00000002193,0.0992998,1494.49,1494.3907002,0.2118928,0.1661071999999999,1438.63,96.0,maternal,high,4.0,2.0,SU post-ZGA
ENSDARG00000002194,0.0,3.333292,3.333292,0.0,0.0,1.3467526,48.0,zygotic,low,3.0,3.0,SU ZGA
