GeneID,RMSLE,Spearman,NRMSE_range,MASE
ENSDARG00000031317,0.12826280295848846,0.9834881320949431,0.07233441,0.14666422
ENSDARG00000057698,0.14747627079486847,0.8802889576883385,0.12388068,0.3250196
ENSDARG00000102829,0.5360966920852661,0.6202270381836945,0.19035305,0.52138555
ENSDARG00000109734,0.24133585393428802,0.8513931888544891,0.16192344,0.46434224
ENSDARG00000061895,0.5842266082763672,0.45098039215686275,0.27186224,0.8470264
ENSDARG00000111080,0.6580793857574463,0.8466083329524197,0.22823267,0.4892323
ENSDARG00000102741,0.14919808506965637,0.8390092879256965,0.150071,0.5444486
ENSDARG00000099301,0.14120276272296906,0.9628482972136224,0.089407325,0.32252097
ENSDARG00000021201,0.26184016466140747,0.9442724458204333,0.13831823,0.23557013
ENSDARG00000030465,0.25328439474105835,0.8534571723426212,0.19016896,0.44924122
ENSDARG00000114369,0.08164825290441513,0.8714450570058707,0.12705673,0.23437233
ENSDARG00000090895,0.2026267796754837,0.9752321981424149,0.14987981,0.4148783
ENSDARG00000061159,0.2874849736690521,0.9690402476780186,0.17919238,0.4186326
ENSDARG00000011640,0.37523970007896423,0.27966976264189886,0.07611578,0.14124115
ENSDARG00000061915,0.6153879165649414,0.6284829721362228,0.28458905,0.87047136
ENSDARG00000101665,0.02908461168408394,0.8840171066772686,0.021317685,0.034349136
ENSDARG00000002445,0.2014925330877304,0.9442724458204333,0.09090791,0.24065588
ENSDARG00000039681,0.6602569818496704,0.2260061919504644,0.28951395,0.8789255
ENSDARG00000110792,0.16589981317520142,0.5325761132398793,0.21334091,0.8402075
ENSDARG00000101975,0.2437557727098465,0.8658410732714137,0.08939604,0.2647279
ENSDARG00000077950,0.1882135421037674,0.9876160990712075,0.12684067,0.29955932
ENSDARG00000061149,0.4636305570602417,0.17427620313354475,0.15780692,0.395661
ENSDARG00000093431,0.10342372208833694,0.869969040247678,0.13948742,0.45881978
ENSDARG00000077440,0.34503456950187683,0.3003095975232198,0.24039793,0.6488695
ENSDARG00000040021,0.4117308557033539,0.7853457172342622,0.24345745,0.46307656
ENSDARG00000045420,0.24304723739624023,0.9318885448916409,0.13920584,0.37973607
ENSDARG00000111822,0.5084031224250793,0.7476748152862773,0.19577192,0.7116267
ENSDARG00000103294,0.18863876163959503,0.8493292053663571,0.15664579,0.40263453
ENSDARG00000020679,0.3574359714984894,0.9277605779153767,0.13915747,0.40365547
ENSDARG00000057911,0.2770712077617645,0.8883162743166144,0.15358792,0.31818867
ENSDARG00000075984,0.3533251881599426,0.9607843137254902,0.054593626,0.14024481
ENSDARG00000036571,0.5805123448371887,0.24871001031991744,0.20052944,0.56653064
ENSDARG00000022817,0.236127570271492,0.6119711042311662,0.09043062,0.16347143
ENSDARG00000057016,0.17398908734321594,0.9442724458204333,0.12964351,0.37328833
ENSDARG00000100342,0.36251410841941833,0.5583075335397317,0.2167593,0.7014785
ENSDARG00000112316,0.38101673126220703,0.29205366357069146,0.23297529,0.75828636
ENSDARG00000040547,0.1311447024345398,0.907369342491998,0.12246285,0.28105366
ENSDARG00000071375,0.1639268696308136,0.9298245614035088,0.041384473,0.09678004
ENSDARG00000101866,0.8132287263870239,0.017543859649122806,0.40315047,0.9357182
ENSDARG00000078585,0.5408865809440613,0.5294117647058824,0.23641132,0.57753134
ENSDARG00000057751,0.5445460081100464,-0.22187822497420018,0.37137535,0.9300362
