ensembl_gene_id,supercluster,subcluster
ENSDARG00000044942,1,1
ENSDARG00000044943,2,0
ENSDARG00000044954,1,1
ENSDARG00000044954,1,0
ENSDARG00000044956,2,1
ENSDARG00000044968,1,0
ENSDARG00000044972,0,1
ENSDARG00000044973,3,0
ENSDARG00000044975,1,1
ENSDARG00000044976,3,0
ENSDARG00000044980,2,1
ENSDARG00000044982,1,1
ENSDARG00000044982,1,0
ENSDARG00000045003,1,1
ENSDARG00000045006,2,0
ENSDARG00000045011,2,0
ENSDARG00000045014,1,1
ENSDARG00000045015,3,0
ENSDARG00000045016,3,0
ENSDARG00000045017,0,0
ENSDARG00000045017,0,1
ENSDARG00000045019,1,1
ENSDARG00000045019,1,1
ENSDARG00000045023,3,0
ENSDARG00000045025,0,1
ENSDARG00000045027,2,0
ENSDARG00000045027,2,2
ENSDARG00000045036,0,1
ENSDARG00000045036,0,2
ENSDARG00000045038,3,1
ENSDARG00000045051,2,1
ENSDARG00000045064,1,1
ENSDARG00000045064,1,0
ENSDARG00000045065,2,0
ENSDARG00000045066,1,1
ENSDARG00000045066,1,1
ENSDARG00000045067,0,0
ENSDARG00000045070,3,1
ENSDARG00000045071,1,1
ENSDARG00000045074,0,0
ENSDARG00000045074,0,0
ENSDARG00000045075,2,1
ENSDARG00000045075,2,1
ENSDARG00000045087,3,0
ENSDARG00000045089,3,0
ENSDARG00000045091,1,1
ENSDARG00000045091,1,0
ENSDARG00000045092,0,1
ENSDARG00000045094,1,0
ENSDARG00000045095,2,1
ENSDARG00000045105,2,0
ENSDARG00000045105,2,2
ENSDARG00000045123,1,1
ENSDARG00000045123,1,1
ENSDARG00000045129,1,0
ENSDARG00000045129,1,2
ENSDARG00000045130,2,1
ENSDARG00000045131,1,1
ENSDARG00000045131,1,1
ENSDARG00000045139,2,1
ENSDARG00000045141,3,0
ENSDARG00000045142,1,0
ENSDARG00000045142,1,2
ENSDARG00000045143,1,1
ENSDARG00000045144,1,1
ENSDARG00000045144,1,1
ENSDARG00000045145,3,0
ENSDARG00000045146,0,0
ENSDARG00000045147,2,1
ENSDARG00000045150,3,1
ENSDARG00000045155,0,0
ENSDARG00000045156,3,0
ENSDARG00000045159,2,0
ENSDARG00000045159,2,1
ENSDARG00000045160,0,1
ENSDARG00000045160,0,1
ENSDARG00000045164,3,1
ENSDARG00000045166,0,0
ENSDARG00000045166,0,0
ENSDARG00000045167,0,1
ENSDARG00000045172,2,1
ENSDARG00000045172,2,1
ENSDARG00000045175,0,0
ENSDARG00000045180,3,0
ENSDARG00000045190,0,0
ENSDARG00000045190,0,1
ENSDARG00000045200,1,1
ENSDARG00000045200,1,1
ENSDARG00000045224,1,1
ENSDARG00000045228,2,1
ENSDARG00000045230,3,0
ENSDARG00000045248,0,0
ENSDARG00000045249,1,0
ENSDARG00000045249,1,2
ENSDARG00000045254,0,1
ENSDARG00000045254,0,1
ENSDARG00000045257,0,0
ENSDARG00000045257,0,2
ENSDARG00000045262,1,0
ENSDARG00000045262,1,2
ENSDARG00000045265,3,1
ENSDARG00000045268,3,1
ENSDARG00000045269,1,0
ENSDARG00000045269,1,2
ENSDARG00000045273,1,1
ENSDARG00000045275,3,0
ENSDARG00000045277,2,1
ENSDARG00000045289,2,1
ENSDARG00000045294,2,0
ENSDARG00000045294,2,2
ENSDARG00000045296,1,1
ENSDARG00000045296,1,1
ENSDARG00000045297,1,0
ENSDARG00000045298,2,1
ENSDARG00000045299,1,0
ENSDARG00000045301,1,1
ENSDARG00000045302,1,1
ENSDARG00000045302,1,1
ENSDARG00000045304,2,1
ENSDARG00000045305,0,1
ENSDARG00000045306,3,1
ENSDARG00000045308,0,1
ENSDARG00000045308,0,1
ENSDARG00000045316,1,1
ENSDARG00000045316,1,0
ENSDARG00000045331,0,0
ENSDARG00000045331,0,0
ENSDARG00000045342,2,0
ENSDARG00000045342,2,2
ENSDARG00000045343,2,1
ENSDARG00000045351,0,0
ENSDARG00000045352,1,1
ENSDARG00000045352,1,1
ENSDARG00000045359,1,1
ENSDARG00000045359,1,1
ENSDARG00000045360,2,0
ENSDARG00000045364,1,1
ENSDARG00000045364,1,1
ENSDARG00000045367,1,1
ENSDARG00000045367,1,0
ENSDARG00000045371,0,0
ENSDARG00000045372,0,0
ENSDARG00000045372,0,0
ENSDARG00000045373,0,0
ENSDARG00000045378,2,1
ENSDARG00000045383,3,0
ENSDARG00000045391,3,0
ENSDARG00000045398,2,1
ENSDARG00000045399,1,1
ENSDARG00000045399,1,1
ENSDARG00000045402,3,1
ENSDARG00000045408,3,0
ENSDARG00000045411,3,1
ENSDARG00000045413,1,1
ENSDARG00000045414,3,0
ENSDARG00000045420,2,1
ENSDARG00000045421,0,0
ENSDARG00000045421,0,0
ENSDARG00000045422,2,1
ENSDARG00000045423,2,1
ENSDARG00000045424,2,1
ENSDARG00000045437,0,1
ENSDARG00000045442,3,0
ENSDARG00000045443,3,1
ENSDARG00000045447,1,1
ENSDARG00000045463,2,1
ENSDARG00000045481,2,1
ENSDARG00000045482,2,1
ENSDARG00000045483,3,0
ENSDARG00000045484,0,1
ENSDARG00000045485,1,1
ENSDARG00000045485,1,0
ENSDARG00000045487,1,1
ENSDARG00000045487,1,1
ENSDARG00000045490,1,1
ENSDARG00000045490,1,1
ENSDARG00000045493,2,1
ENSDARG00000045513,0,1
ENSDARG00000045514,1,0
ENSDARG00000045515,2,1
ENSDARG00000045515,2,1
ENSDARG00000045516,1,1
ENSDARG00000045516,1,1
ENSDARG00000045517,1,1
ENSDARG00000045517,1,1
ENSDARG00000045518,0,0
ENSDARG00000045518,0,0
ENSDARG00000045519,3,0
ENSDARG00000045522,3,0
ENSDARG00000045524,1,1
ENSDARG00000045525,0,0
ENSDARG00000045525,0,0
ENSDARG00000045527,1,1
ENSDARG00000045527,1,1
ENSDARG00000045528,0,1
ENSDARG00000045530,3,1
ENSDARG00000045540,2,0
ENSDARG00000045540,2,2
ENSDARG00000045541,2,1
ENSDARG00000045541,2,1
ENSDARG00000045542,2,0
ENSDARG00000045543,1,1
ENSDARG00000045543,1,1
ENSDARG00000045544,1,0
ENSDARG00000045548,3,1
ENSDARG00000045552,1,1
ENSDARG00000045552,1,0
ENSDARG00000045553,0,0
ENSDARG00000045553,0,0
ENSDARG00000045554,3,0
ENSDARG00000045556,3,1
ENSDARG00000045557,3,0
ENSDARG00000045560,3,0
ENSDARG00000045561,2,0
ENSDARG00000045561,2,0
ENSDARG00000045562,2,1
ENSDARG00000045563,2,0
ENSDARG00000045563,2,2
ENSDARG00000045565,0,0
ENSDARG00000045565,0,0
ENSDARG00000045567,2,0
ENSDARG00000045567,2,2
ENSDARG00000045568,3,1
ENSDARG00000045574,2,1
ENSDARG00000045580,1,1
ENSDARG00000045586,3,1
ENSDARG00000045589,3,0
ENSDARG00000045592,3,0
ENSDARG00000045594,3,0
ENSDARG00000045595,1,1
ENSDARG00000045595,1,1
ENSDARG00000045596,1,1
ENSDARG00000045596,1,1
ENSDARG00000045598,2,1
ENSDARG00000045601,2,1
ENSDARG00000045605,2,1
ENSDARG00000045605,2,1
ENSDARG00000045606,2,1
ENSDARG00000045608,3,0
ENSDARG00000045611,2,0
ENSDARG00000045612,1,1
ENSDARG00000045612,1,1
ENSDARG00000045618,1,0
ENSDARG00000045620,0,1
ENSDARG00000045620,0,2
ENSDARG00000045626,0,1
ENSDARG00000045633,3,0
ENSDARG00000045636,3,0
ENSDARG00000045638,3,0
ENSDARG00000045639,1,1
ENSDARG00000045641,0,1
ENSDARG00000045658,1,0
ENSDARG00000045660,0,1
ENSDARG00000045660,0,2
ENSDARG00000045661,2,1
ENSDARG00000045666,2,0
ENSDARG00000045669,1,1
ENSDARG00000045669,1,1
ENSDARG00000045675,3,1
ENSDARG00000045676,1,0
ENSDARG00000045676,1,2
ENSDARG00000045677,3,0
ENSDARG00000045680,2,0
ENSDARG00000045680,2,2
ENSDARG00000045681,2,1
ENSDARG00000045683,2,1
ENSDARG00000045685,3,0
ENSDARG00000045687,3,1
ENSDARG00000045691,2,1
ENSDARG00000045691,2,1
ENSDARG00000045692,0,0
ENSDARG00000045695,1,0
ENSDARG00000045695,1,0
ENSDARG00000045696,1,1
ENSDARG00000045696,1,1
ENSDARG00000045704,3,1
ENSDARG00000045705,1,1
ENSDARG00000045705,1,0
ENSDARG00000045708,3,0
ENSDARG00000045737,3,0
ENSDARG00000045747,1,0
ENSDARG00000045748,1,0
ENSDARG00000045748,1,2
ENSDARG00000045750,3,0
ENSDARG00000045753,1,0
ENSDARG00000045753,1,2
ENSDARG00000045754,2,1
ENSDARG00000045755,0,0
ENSDARG00000045755,0,0
ENSDARG00000045758,1,1
ENSDARG00000045760,3,1
ENSDARG00000045765,2,1
ENSDARG00000045768,1,1
ENSDARG00000045768,1,1
ENSDARG00000045773,0,1
ENSDARG00000045773,0,2
ENSDARG00000045776,0,0
ENSDARG00000045785,2,1
ENSDARG00000045788,3,0
ENSDARG00000045789,2,1
ENSDARG00000045790,2,1
ENSDARG00000045792,1,1
ENSDARG00000045797,1,1
ENSDARG00000045797,1,1
ENSDARG00000045799,3,0
ENSDARG00000045802,1,1
ENSDARG00000045804,3,0
ENSDARG00000045808,3,1
ENSDARG00000045811,3,0
ENSDARG00000045814,1,0
ENSDARG00000045815,0,1
ENSDARG00000045815,0,1
ENSDARG00000045822,3,0
ENSDARG00000045824,0,0
ENSDARG00000045824,0,0
ENSDARG00000045827,1,1
ENSDARG00000045827,1,1
ENSDARG00000045832,3,0
ENSDARG00000045836,1,1
ENSDARG00000045836,1,1
ENSDARG00000045837,1,1
ENSDARG00000045837,1,1
ENSDARG00000045842,2,1
ENSDARG00000045846,1,1
ENSDARG00000045846,1,1
ENSDARG00000045847,2,1
ENSDARG00000045847,2,1
ENSDARG00000045850,1,0
ENSDARG00000045851,1,1
ENSDARG00000045851,1,1
ENSDARG00000045853,2,1
ENSDARG00000045853,2,1
ENSDARG00000045854,3,0
ENSDARG00000045856,3,0
ENSDARG00000045857,0,0
ENSDARG00000045857,0,2
ENSDARG00000045858,2,1
ENSDARG00000045863,3,0
ENSDARG00000045864,3,0
ENSDARG00000045870,3,1
ENSDARG00000045874,0,0
ENSDARG00000045877,0,0
ENSDARG00000045877,0,0
ENSDARG00000045878,0,1
ENSDARG00000045885,0,0
ENSDARG00000045885,0,2
ENSDARG00000045887,1,1
ENSDARG00000045887,1,1
ENSDARG00000045888,3,1
ENSDARG00000045893,1,1
ENSDARG00000045893,1,0
ENSDARG00000045900,2,1
ENSDARG00000045904,3,0
ENSDARG00000045909,1,1
ENSDARG00000045909,1,0
ENSDARG00000045910,1,0
ENSDARG00000045910,1,2
ENSDARG00000045911,1,0
ENSDARG00000045914,0,1
ENSDARG00000045926,3,0
ENSDARG00000045927,0,1
ENSDARG00000045927,0,1
ENSDARG00000045928,1,1
ENSDARG00000045928,1,1
ENSDARG00000045929,3,1
ENSDARG00000045930,3,1
ENSDARG00000045932,2,1
ENSDARG00000045936,1,1
ENSDARG00000045936,1,0
ENSDARG00000045944,3,0
ENSDARG00000045945,3,0
ENSDARG00000045946,3,0
ENSDARG00000045947,1,1
ENSDARG00000045951,2,1
ENSDARG00000045951,2,1
ENSDARG00000045955,1,1
ENSDARG00000045955,1,1
ENSDARG00000045956,2,1
ENSDARG00000045958,1,1
ENSDARG00000045958,1,1
ENSDARG00000045959,3,1
ENSDARG00000045968,1,0
ENSDARG00000045978,3,1
ENSDARG00000045979,3,0
ENSDARG00000045982,0,0
ENSDARG00000045982,0,0
ENSDARG00000045983,2,0
ENSDARG00000045983,2,2
ENSDARG00000045989,0,0
ENSDARG00000045989,0,1
ENSDARG00000046006,0,1
ENSDARG00000046006,0,1
ENSDARG00000046007,3,0
ENSDARG00000046010,2,1
ENSDARG00000046012,1,1
ENSDARG00000046012,1,0
ENSDARG00000046013,1,1
ENSDARG00000046013,1,0
ENSDARG00000046014,3,0
ENSDARG00000046021,3,0
ENSDARG00000046024,0,1
ENSDARG00000046024,0,2
ENSDARG00000046030,1,1
ENSDARG00000046030,1,1
ENSDARG00000046053,2,0
ENSDARG00000046053,2,2
ENSDARG00000046054,0,0
ENSDARG00000046071,0,0
ENSDARG00000046071,0,2
ENSDARG00000046072,2,1
ENSDARG00000046074,0,1
ENSDARG00000046079,1,1
ENSDARG00000046081,1,0
ENSDARG00000046081,1,2
ENSDARG00000046087,2,1
ENSDARG00000046090,0,1
ENSDARG00000046098,1,1
ENSDARG00000046098,1,1
ENSDARG00000046107,3,0
ENSDARG00000046132,1,0
ENSDARG00000046133,1,1
ENSDARG00000046133,1,1
ENSDARG00000046140,0,0
ENSDARG00000046140,0,0
ENSDARG00000046141,2,1
ENSDARG00000046142,3,0
ENSDARG00000046143,1,0
ENSDARG00000046143,1,2
ENSDARG00000046150,3,0
ENSDARG00000046157,1,1
ENSDARG00000046157,1,1
ENSDARG00000051718,0,0
ENSDARG00000051718,0,0
ENSDARG00000051729,1,1
ENSDARG00000051729,1,1
ENSDARG00000051730,3,0
ENSDARG00000051731,0,0
ENSDARG00000051735,0,0
ENSDARG00000051735,0,0
ENSDARG00000051736,0,0
ENSDARG00000051736,0,0
ENSDARG00000051737,0,0
ENSDARG00000051737,0,0
ENSDARG00000051746,3,1
ENSDARG00000051748,1,0
ENSDARG00000051749,3,0
ENSDARG00000051754,2,1
ENSDARG00000051756,1,1
ENSDARG00000051756,1,1
ENSDARG00000051760,2,1
ENSDARG00000051760,2,1
ENSDARG00000051761,2,0
ENSDARG00000051761,2,2
ENSDARG00000051762,1,1
ENSDARG00000051762,1,1
ENSDARG00000051763,1,0
ENSDARG00000051763,1,2
ENSDARG00000051768,2,1
ENSDARG00000051783,1,1
ENSDARG00000051783,1,1
ENSDARG00000051785,0,0
ENSDARG00000051785,0,2
ENSDARG00000051793,2,1
ENSDARG00000051798,0,0
ENSDARG00000051798,0,2
ENSDARG00000051805,1,1
ENSDARG00000051805,1,1
ENSDARG00000051809,2,0
ENSDARG00000051809,2,2
ENSDARG00000051814,1,1
ENSDARG00000051819,3,0
ENSDARG00000051823,3,0
ENSDARG00000051824,3,0
ENSDARG00000051836,0,1
ENSDARG00000051851,2,1
ENSDARG00000051851,2,1
ENSDARG00000051852,3,0
ENSDARG00000051854,0,1
ENSDARG00000051854,0,2
ENSDARG00000051858,0,0
ENSDARG00000051858,0,0
ENSDARG00000051861,1,1
ENSDARG00000051861,1,1
ENSDARG00000051873,3,0
ENSDARG00000051874,1,0
ENSDARG00000051875,1,1
ENSDARG00000051876,3,0
ENSDARG00000051879,3,1
ENSDARG00000051880,1,1
ENSDARG00000051886,0,1
ENSDARG00000051886,0,2
ENSDARG00000051888,2,1
ENSDARG00000051889,0,0
ENSDARG00000051890,0,0
ENSDARG00000051890,0,0
ENSDARG00000051891,1,0
ENSDARG00000051892,3,0
ENSDARG00000051896,3,1
ENSDARG00000051899,1,0
ENSDARG00000051902,0,1
ENSDARG00000051902,0,2
ENSDARG00000051912,3,0
ENSDARG00000051914,0,0
ENSDARG00000051915,2,0
ENSDARG00000051916,0,1
ENSDARG00000051920,2,1
ENSDARG00000051921,0,1
ENSDARG00000051923,2,1
ENSDARG00000051923,2,1
ENSDARG00000051925,3,0
ENSDARG00000051926,3,1
ENSDARG00000051931,0,0
ENSDARG00000051931,0,0
ENSDARG00000051934,2,1
ENSDARG00000051939,1,1
ENSDARG00000051939,1,0
ENSDARG00000051940,3,1
ENSDARG00000051953,0,0
ENSDARG00000051953,0,0
ENSDARG00000051955,1,0
ENSDARG00000051956,1,0
ENSDARG00000051957,1,1
ENSDARG00000051957,1,1
ENSDARG00000051959,2,1
ENSDARG00000051962,1,1
ENSDARG00000051965,0,0
ENSDARG00000051970,2,0
ENSDARG00000051975,1,0
ENSDARG00000051981,3,1
ENSDARG00000051986,1,0
ENSDARG00000051989,3,0
ENSDARG00000052000,1,1
ENSDARG00000052000,1,0
ENSDARG00000052010,0,0
ENSDARG00000052011,3,1
ENSDARG00000052012,3,0
ENSDARG00000052016,3,0
ENSDARG00000052019,1,1
ENSDARG00000052019,1,1
ENSDARG00000052020,1,1
ENSDARG00000052020,1,0
ENSDARG00000052025,2,0
ENSDARG00000052025,2,1
ENSDARG00000052027,3,0
ENSDARG00000052030,1,0
ENSDARG00000052030,1,2
ENSDARG00000052035,3,0
ENSDARG00000052037,3,1
ENSDARG00000052039,1,1
ENSDARG00000052045,1,1
ENSDARG00000052045,1,0
ENSDARG00000052057,3,0
ENSDARG00000052059,3,0
ENSDARG00000052061,1,1
ENSDARG00000052061,1,0
ENSDARG00000052063,1,1
ENSDARG00000052063,1,0
ENSDARG00000052072,3,1
ENSDARG00000052073,2,1
ENSDARG00000052074,1,1
ENSDARG00000052074,1,1
ENSDARG00000052082,3,1
ENSDARG00000052089,1,0
ENSDARG00000052089,1,2
ENSDARG00000052091,2,1
ENSDARG00000052094,1,1
ENSDARG00000052094,1,0
ENSDARG00000052099,3,0
ENSDARG00000052109,2,1
ENSDARG00000052114,3,1
ENSDARG00000052118,1,1
ENSDARG00000052121,2,1
ENSDARG00000052122,3,1
ENSDARG00000052129,1,1
ENSDARG00000052129,1,1
ENSDARG00000052131,1,1
ENSDARG00000052131,1,0
ENSDARG00000052138,3,0
ENSDARG00000052139,1,1
ENSDARG00000052139,1,1
ENSDARG00000052142,2,0
ENSDARG00000052142,2,1
ENSDARG00000052148,1,1
ENSDARG00000052148,1,0
ENSDARG00000052150,0,0
ENSDARG00000052154,1,1
ENSDARG00000052154,1,1
ENSDARG00000052155,1,1
ENSDARG00000052155,1,1
ENSDARG00000052157,1,1
ENSDARG00000052157,1,1
ENSDARG00000052158,0,0
ENSDARG00000052158,0,0
ENSDARG00000052164,2,1
ENSDARG00000052165,2,1
ENSDARG00000052165,2,1
ENSDARG00000052170,0,-1
ENSDARG00000052176,3,0
ENSDARG00000052178,1,1
ENSDARG00000052178,1,1
ENSDARG00000052182,0,1
ENSDARG00000052188,2,1
ENSDARG00000052190,2,1
ENSDARG00000052190,2,1
ENSDARG00000052192,1,1
ENSDARG00000052192,1,1
ENSDARG00000052207,3,0
ENSDARG00000052215,2,1
ENSDARG00000052215,2,1
ENSDARG00000052222,0,0
ENSDARG00000052222,0,0
ENSDARG00000052223,3,0
ENSDARG00000052242,3,1
ENSDARG00000052244,2,1
ENSDARG00000052247,0,1
ENSDARG00000052247,0,1
ENSDARG00000052255,2,0
ENSDARG00000052271,1,1
ENSDARG00000052277,3,0
ENSDARG00000052288,3,0
ENSDARG00000052290,0,1
ENSDARG00000052300,1,0
ENSDARG00000052304,1,1
ENSDARG00000052304,1,1
ENSDARG00000052322,1,1
ENSDARG00000052322,1,1
ENSDARG00000052330,2,1
ENSDARG00000052331,3,1
ENSDARG00000052334,2,1
ENSDARG00000052336,3,0
ENSDARG00000052341,1,0
ENSDARG00000052344,0,0
ENSDARG00000052348,0,1
ENSDARG00000052351,2,0
ENSDARG00000052351,2,2
ENSDARG00000052361,3,0
ENSDARG00000052368,1,1
ENSDARG00000052368,1,0
ENSDARG00000052371,1,0
ENSDARG00000052371,1,2
ENSDARG00000052374,2,1
ENSDARG00000052374,2,1
ENSDARG00000052375,0,1
ENSDARG00000052375,0,2
ENSDARG00000052376,3,1
ENSDARG00000052377,0,0
ENSDARG00000052379,0,1
ENSDARG00000052379,0,2
ENSDARG00000052386,2,0
ENSDARG00000052386,2,2
ENSDARG00000052387,1,1
ENSDARG00000052388,2,0
ENSDARG00000052390,3,1
ENSDARG00000052396,2,1
ENSDARG00000052402,0,0
ENSDARG00000052405,1,1
ENSDARG00000052408,2,0
ENSDARG00000052408,2,2
ENSDARG00000052411,3,1
ENSDARG00000052413,1,1
ENSDARG00000052413,1,0
ENSDARG00000052419,2,1
ENSDARG00000052423,2,1
ENSDARG00000052426,1,1
ENSDARG00000052427,2,0
ENSDARG00000052428,1,1
ENSDARG00000052428,1,0
ENSDARG00000052429,2,0
ENSDARG00000052435,1,1
ENSDARG00000052435,1,1
ENSDARG00000052437,1,1
ENSDARG00000052437,1,0
ENSDARG00000052450,3,0
ENSDARG00000052454,0,1
ENSDARG00000052455,2,1
ENSDARG00000052462,3,1
ENSDARG00000052470,1,1
ENSDARG00000052470,1,1
ENSDARG00000052471,0,0
ENSDARG00000052471,0,0
ENSDARG00000052480,0,0
ENSDARG00000052480,0,0
ENSDARG00000052482,2,0
ENSDARG00000052494,1,1
ENSDARG00000052494,1,1
ENSDARG00000052496,2,0
ENSDARG00000052497,3,0
ENSDARG00000052511,2,1
ENSDARG00000052512,2,1
ENSDARG00000052515,3,0
ENSDARG00000052518,2,1
ENSDARG00000052518,2,1
ENSDARG00000052520,2,1
ENSDARG00000052522,2,1
ENSDARG00000052527,2,1
ENSDARG00000052528,3,0
ENSDARG00000052536,0,1
ENSDARG00000052553,0,0
ENSDARG00000052556,1,1
ENSDARG00000052556,1,0
ENSDARG00000052558,3,1
ENSDARG00000052565,0,0
ENSDARG00000052565,0,0
ENSDARG00000052567,1,1
ENSDARG00000052567,1,1
ENSDARG00000052575,2,0
ENSDARG00000052578,3,0
ENSDARG00000052594,1,1
ENSDARG00000052594,1,1
ENSDARG00000052604,1,1
ENSDARG00000052604,1,1
ENSDARG00000052609,0,0
ENSDARG00000052609,0,0
ENSDARG00000052610,1,1
ENSDARG00000052610,1,0
ENSDARG00000052615,3,0
ENSDARG00000052617,2,1
ENSDARG00000052617,2,1
ENSDARG00000052625,1,1
ENSDARG00000052633,3,1
ENSDARG00000052642,3,0
ENSDARG00000052644,2,1
ENSDARG00000052648,3,1
ENSDARG00000052649,0,1
ENSDARG00000052652,1,1
ENSDARG00000052652,1,0
ENSDARG00000052654,3,1
ENSDARG00000052658,0,1
ENSDARG00000052674,0,0
ENSDARG00000052674,0,0
ENSDARG00000052680,2,1
ENSDARG00000052690,1,1
ENSDARG00000052690,1,1
ENSDARG00000052693,2,1
ENSDARG00000052695,1,1
ENSDARG00000052695,1,1
ENSDARG00000052696,1,0
ENSDARG00000052696,1,2
ENSDARG00000052697,2,1
ENSDARG00000052700,3,1
ENSDARG00000052701,2,1
ENSDARG00000052702,0,1
ENSDARG00000052703,2,1
ENSDARG00000052703,2,1
ENSDARG00000052708,1,1
ENSDARG00000052708,1,1
ENSDARG00000052712,1,1
ENSDARG00000052712,1,1
ENSDARG00000052713,1,1
ENSDARG00000052721,2,1
ENSDARG00000052721,2,1
ENSDARG00000052728,0,0
ENSDARG00000052728,0,2
ENSDARG00000052731,0,0
ENSDARG00000052731,0,0
ENSDARG00000052734,3,1
ENSDARG00000052739,1,0
ENSDARG00000052739,1,2
ENSDARG00000052741,0,0
ENSDARG00000052741,0,0
ENSDARG00000052746,1,1
ENSDARG00000052746,1,1
ENSDARG00000052747,2,0
ENSDARG00000052748,0,0
ENSDARG00000052764,3,1
ENSDARG00000052765,3,0
ENSDARG00000052766,2,1
ENSDARG00000052769,3,0
ENSDARG00000052775,3,0
ENSDARG00000052779,3,0
ENSDARG00000052782,3,0
ENSDARG00000052783,1,1
ENSDARG00000052783,1,1
ENSDARG00000052787,3,1
ENSDARG00000052789,1,1
ENSDARG00000052816,0,0
ENSDARG00000052818,2,1
ENSDARG00000052826,3,1
ENSDARG00000052833,1,0
ENSDARG00000052840,1,1
ENSDARG00000052840,1,0
ENSDARG00000052846,1,1
ENSDARG00000052846,1,0
ENSDARG00000052851,2,0
ENSDARG00000052855,2,0
ENSDARG00000052855,2,2
ENSDARG00000052856,0,0
ENSDARG00000052859,2,1
ENSDARG00000052866,2,0
ENSDARG00000052873,1,1
ENSDARG00000052873,1,1
ENSDARG00000052876,0,0
ENSDARG00000052876,0,0
ENSDARG00000052881,1,1
ENSDARG00000052881,1,1
ENSDARG00000052894,0,1
ENSDARG00000052897,2,0
ENSDARG00000052903,2,1
ENSDARG00000052905,3,0
ENSDARG00000052907,0,0
ENSDARG00000052910,2,0
ENSDARG00000052910,2,0
ENSDARG00000052917,1,1
ENSDARG00000052923,2,1
ENSDARG00000052928,0,0
ENSDARG00000052942,2,1
ENSDARG00000052948,3,0
ENSDARG00000052950,1,1
ENSDARG00000052950,1,1
ENSDARG00000052954,0,0
ENSDARG00000052954,0,0
ENSDARG00000052957,3,1
ENSDARG00000052958,3,1
ENSDARG00000052960,3,0
ENSDARG00000052978,3,1
ENSDARG00000052982,3,1
ENSDARG00000052994,2,1
ENSDARG00000052997,1,1
ENSDARG00000052997,1,1
ENSDARG00000053003,3,1
ENSDARG00000053019,1,1
ENSDARG00000053019,1,1
ENSDARG00000053021,0,0
ENSDARG00000053021,0,0
ENSDARG00000053026,2,1
ENSDARG00000053036,0,0
ENSDARG00000053036,0,0
ENSDARG00000053047,0,0
ENSDARG00000053047,0,0
ENSDARG00000053058,1,1
ENSDARG00000053058,1,1
ENSDARG00000053066,1,1
ENSDARG00000053068,3,0
ENSDARG00000053070,0,1
ENSDARG00000053074,3,0
ENSDARG00000053082,2,1
ENSDARG00000053087,2,1
ENSDARG00000053091,1,1
ENSDARG00000053091,1,1
ENSDARG00000053097,0,0
ENSDARG00000053097,0,2
ENSDARG00000053101,0,1
ENSDARG00000053101,0,1
ENSDARG00000053104,1,0
ENSDARG00000053104,1,1
ENSDARG00000053106,0,0
ENSDARG00000053110,3,0
ENSDARG00000053113,2,1
ENSDARG00000053119,2,1
ENSDARG00000053122,1,1
ENSDARG00000053127,2,0
ENSDARG00000053127,2,2
ENSDARG00000053129,0,0
ENSDARG00000053130,3,0
ENSDARG00000053131,2,0
ENSDARG00000053131,2,0
ENSDARG00000053133,1,1
ENSDARG00000053133,1,0
ENSDARG00000053136,0,0
ENSDARG00000053138,0,1
ENSDARG00000053152,2,1
ENSDARG00000053155,0,1
ENSDARG00000053155,0,1
ENSDARG00000053158,1,1
ENSDARG00000053158,1,1
ENSDARG00000053159,1,1
ENSDARG00000053159,1,1
ENSDARG00000053165,2,0
ENSDARG00000053165,2,2
ENSDARG00000053166,2,1
ENSDARG00000053186,1,1
ENSDARG00000053186,1,1
ENSDARG00000053190,3,0
ENSDARG00000053196,1,1
ENSDARG00000053196,1,1
ENSDARG00000053200,2,0
ENSDARG00000053200,2,2
ENSDARG00000053201,0,0
ENSDARG00000053204,1,1
ENSDARG00000053204,1,0
ENSDARG00000053205,3,1
ENSDARG00000053209,1,1
ENSDARG00000053209,1,1
ENSDARG00000053215,2,1
ENSDARG00000053217,1,1
ENSDARG00000053217,1,1
ENSDARG00000053222,1,1
ENSDARG00000053222,1,1
ENSDARG00000053232,1,0
ENSDARG00000053240,0,0
ENSDARG00000053240,0,1
ENSDARG00000053241,2,1
ENSDARG00000053246,2,1
ENSDARG00000053248,1,1
ENSDARG00000053254,1,1
ENSDARG00000053260,2,1
ENSDARG00000053262,1,1
ENSDARG00000053263,2,0
ENSDARG00000053263,2,2
ENSDARG00000053269,1,0
ENSDARG00000053269,1,2
ENSDARG00000053272,3,0
ENSDARG00000053279,1,1
ENSDARG00000053279,1,1
ENSDARG00000053291,2,0
ENSDARG00000053291,2,0
ENSDARG00000053293,1,1
ENSDARG00000053293,1,1
ENSDARG00000053298,1,1
ENSDARG00000053298,1,0
ENSDARG00000053301,1,1
ENSDARG00000053301,1,1
ENSDARG00000053311,2,1
ENSDARG00000053315,3,0
ENSDARG00000053318,0,1
ENSDARG00000053318,0,1
ENSDARG00000053323,3,0
ENSDARG00000053326,2,1
ENSDARG00000053344,3,1
ENSDARG00000053345,1,1
ENSDARG00000053358,3,0
ENSDARG00000053362,1,0
ENSDARG00000053364,3,0
ENSDARG00000053365,1,1
ENSDARG00000053365,1,1
ENSDARG00000053366,3,0
ENSDARG00000053370,0,1
ENSDARG00000053370,0,1
ENSDARG00000053375,3,0
ENSDARG00000053380,3,1
ENSDARG00000053381,1,1
