ensembl_gene_id,supercluster,subcluster
ENSDARG00000075707,1,0
ENSDARG00000075709,1,1
ENSDARG00000075709,1,1
ENSDARG00000075713,3,1
ENSDARG00000075714,1,1
ENSDARG00000075714,1,1
ENSDARG00000075715,3,0
ENSDARG00000075718,1,1
ENSDARG00000075720,3,0
ENSDARG00000075721,2,1
ENSDARG00000075725,2,1
ENSDARG00000075726,3,1
ENSDARG00000075727,1,1
ENSDARG00000075727,1,1
ENSDARG00000075730,0,0
ENSDARG00000075731,0,0
ENSDARG00000075732,2,0
ENSDARG00000075735,1,1
ENSDARG00000075735,1,0
ENSDARG00000075737,2,0
ENSDARG00000075737,2,2
ENSDARG00000075743,1,1
ENSDARG00000075743,1,1
ENSDARG00000075747,2,0
ENSDARG00000075747,2,2
ENSDARG00000075748,3,0
ENSDARG00000075752,1,1
ENSDARG00000075754,2,0
ENSDARG00000075754,2,1
ENSDARG00000075757,3,0
ENSDARG00000075758,0,1
ENSDARG00000075759,1,0
ENSDARG00000075765,3,1
ENSDARG00000075766,3,1
ENSDARG00000075768,3,1
ENSDARG00000075774,2,1
ENSDARG00000075783,1,1
ENSDARG00000075785,2,1
ENSDARG00000075793,2,1
ENSDARG00000075795,0,0
ENSDARG00000075795,0,0
ENSDARG00000075798,2,1
ENSDARG00000075800,3,0
ENSDARG00000075802,3,0
ENSDARG00000075803,1,1
ENSDARG00000075803,1,1
ENSDARG00000075805,2,1
ENSDARG00000075805,2,1
ENSDARG00000075806,3,1
ENSDARG00000075807,2,1
ENSDARG00000075813,3,0
ENSDARG00000075815,3,1
ENSDARG00000075817,1,1
ENSDARG00000075817,1,1
ENSDARG00000075819,1,1
ENSDARG00000075819,1,1
ENSDARG00000075821,1,0
ENSDARG00000075824,0,1
ENSDARG00000075825,2,0
ENSDARG00000075825,2,2
ENSDARG00000075826,2,0
ENSDARG00000075826,2,2
ENSDARG00000075827,3,0
ENSDARG00000075829,1,1
ENSDARG00000075829,1,0
ENSDARG00000075830,3,1
ENSDARG00000075833,3,0
ENSDARG00000075834,0,1
ENSDARG00000075837,2,1
ENSDARG00000075842,0,1
ENSDARG00000075842,0,1
ENSDARG00000075846,3,0
ENSDARG00000075849,1,1
ENSDARG00000075849,1,1
ENSDARG00000075850,2,1
ENSDARG00000075851,2,1
ENSDARG00000075853,2,1
ENSDARG00000075855,0,1
ENSDARG00000075855,0,1
ENSDARG00000075857,2,1
ENSDARG00000075858,3,0
ENSDARG00000075859,2,1
ENSDARG00000075864,1,1
ENSDARG00000075864,1,0
ENSDARG00000075867,2,1
ENSDARG00000075870,1,1
ENSDARG00000075870,1,0
ENSDARG00000075881,1,1
ENSDARG00000075881,1,1
ENSDARG00000075883,0,0
ENSDARG00000075884,2,0
ENSDARG00000075884,2,2
ENSDARG00000075887,2,1
ENSDARG00000075891,3,1
ENSDARG00000075892,0,0
ENSDARG00000075898,0,1
ENSDARG00000075899,0,1
ENSDARG00000075903,3,0
ENSDARG00000075904,0,0
ENSDARG00000075904,0,0
ENSDARG00000075905,3,0
ENSDARG00000075909,2,0
ENSDARG00000075909,2,2
ENSDARG00000075914,3,0
ENSDARG00000075915,0,-1
ENSDARG00000075916,0,1
ENSDARG00000075916,0,2
ENSDARG00000075917,1,1
ENSDARG00000075917,1,1
ENSDARG00000075919,2,1
ENSDARG00000075924,3,0
ENSDARG00000075926,2,0
ENSDARG00000075928,3,0
ENSDARG00000075929,3,0
ENSDARG00000075930,3,0
ENSDARG00000075932,0,0
ENSDARG00000075932,0,0
ENSDARG00000075936,0,0
ENSDARG00000075942,1,0
ENSDARG00000075948,3,1
ENSDARG00000075949,3,0
ENSDARG00000075954,1,1
ENSDARG00000075954,1,0
ENSDARG00000075956,3,1
ENSDARG00000075958,3,1
ENSDARG00000075960,3,1
ENSDARG00000075962,3,1
ENSDARG00000075963,3,1
ENSDARG00000075964,1,1
ENSDARG00000075964,1,1
ENSDARG00000075970,0,0
ENSDARG00000075970,0,0
ENSDARG00000075972,1,0
ENSDARG00000075974,2,1
ENSDARG00000075975,3,1
ENSDARG00000075977,3,1
ENSDARG00000075980,1,1
ENSDARG00000075990,1,1
ENSDARG00000075990,1,0
ENSDARG00000075993,1,1
ENSDARG00000075996,0,0
ENSDARG00000075996,0,0
ENSDARG00000076001,3,0
ENSDARG00000076002,2,1
ENSDARG00000076004,0,1
ENSDARG00000076005,1,0
ENSDARG00000076008,2,0
ENSDARG00000076008,2,2
ENSDARG00000076010,1,1
ENSDARG00000076010,1,0
ENSDARG00000076011,3,1
ENSDARG00000076013,3,0
ENSDARG00000076014,2,1
ENSDARG00000076014,2,1
ENSDARG00000076015,3,0
ENSDARG00000076017,1,0
ENSDARG00000076020,3,0
ENSDARG00000076025,3,1
ENSDARG00000076027,1,1
ENSDARG00000076030,3,0
ENSDARG00000076040,2,0
ENSDARG00000076040,2,2
ENSDARG00000076041,2,1
ENSDARG00000076043,3,0
ENSDARG00000076050,3,0
ENSDARG00000076052,3,0
ENSDARG00000076055,3,1
ENSDARG00000076056,3,1
ENSDARG00000076058,2,0
ENSDARG00000076060,1,0
ENSDARG00000076066,2,1
ENSDARG00000076068,2,1
ENSDARG00000076074,2,0
ENSDARG00000076074,2,2
ENSDARG00000076075,1,1
ENSDARG00000076076,2,1
ENSDARG00000076079,2,1
ENSDARG00000076090,3,1
ENSDARG00000076092,2,1
ENSDARG00000076093,0,0
ENSDARG00000076093,0,0
ENSDARG00000076094,1,1
ENSDARG00000076094,1,0
ENSDARG00000076103,3,0
ENSDARG00000076104,0,0
ENSDARG00000076104,0,0
ENSDARG00000076111,2,1
ENSDARG00000076117,2,0
ENSDARG00000076118,2,1
ENSDARG00000076119,1,1
ENSDARG00000076120,1,1
ENSDARG00000076120,1,1
ENSDARG00000076121,2,1
ENSDARG00000076122,3,0
ENSDARG00000076126,1,1
ENSDARG00000076126,1,0
ENSDARG00000076127,3,0
ENSDARG00000076128,2,1
ENSDARG00000076134,2,0
ENSDARG00000076134,2,2
ENSDARG00000076135,1,1
ENSDARG00000076137,1,1
ENSDARG00000076137,1,1
ENSDARG00000076139,2,1
ENSDARG00000076139,2,1
ENSDARG00000076140,1,1
ENSDARG00000076140,1,0
ENSDARG00000076143,1,0
ENSDARG00000076144,1,0
ENSDARG00000076146,3,0
ENSDARG00000076153,2,1
ENSDARG00000076153,2,1
ENSDARG00000076155,0,1
ENSDARG00000076155,0,2
ENSDARG00000076160,0,1
ENSDARG00000076163,3,1
ENSDARG00000076169,0,1
ENSDARG00000076169,0,1
ENSDARG00000076170,3,0
ENSDARG00000076171,1,1
ENSDARG00000076171,1,1
ENSDARG00000076174,2,1
ENSDARG00000076176,0,1
ENSDARG00000076176,0,1
ENSDARG00000076179,2,1
ENSDARG00000076182,0,0
ENSDARG00000076182,0,0
ENSDARG00000076189,3,1
ENSDARG00000076192,3,0
ENSDARG00000076196,3,0
ENSDARG00000076202,3,1
ENSDARG00000076213,3,1
ENSDARG00000076214,2,1
ENSDARG00000076218,3,0
ENSDARG00000076221,2,0
ENSDARG00000076225,1,1
ENSDARG00000076225,1,1
ENSDARG00000076227,2,1
ENSDARG00000076227,2,1
ENSDARG00000076228,0,1
ENSDARG00000076229,3,1
ENSDARG00000076230,3,1
ENSDARG00000076238,2,0
ENSDARG00000076239,0,0
ENSDARG00000076239,0,0
ENSDARG00000076241,1,0
ENSDARG00000076241,1,2
ENSDARG00000076246,2,0
ENSDARG00000076246,2,2
ENSDARG00000076247,1,1
ENSDARG00000076248,3,0
ENSDARG00000076250,1,1
ENSDARG00000076251,2,1
ENSDARG00000076252,0,0
ENSDARG00000076255,0,0
ENSDARG00000076255,0,0
ENSDARG00000076259,1,1
ENSDARG00000076262,1,1
ENSDARG00000076262,1,0
ENSDARG00000076264,2,0
ENSDARG00000076264,2,0
ENSDARG00000076265,3,0
ENSDARG00000076269,3,1
ENSDARG00000076270,3,0
ENSDARG00000076280,1,1
ENSDARG00000076280,1,1
ENSDARG00000076283,0,1
ENSDARG00000076290,1,0
ENSDARG00000076292,1,1
ENSDARG00000076294,1,1
ENSDARG00000076294,1,1
ENSDARG00000076296,0,1
ENSDARG00000076296,0,2
ENSDARG00000076297,0,1
ENSDARG00000076297,0,2
ENSDARG00000076299,1,1
ENSDARG00000076299,1,0
ENSDARG00000076302,1,0
ENSDARG00000076303,2,1
ENSDARG00000076306,3,1
ENSDARG00000076308,2,1
ENSDARG00000076309,2,1
ENSDARG00000076310,3,0
ENSDARG00000076312,1,1
ENSDARG00000076313,3,0
ENSDARG00000076318,1,1
ENSDARG00000076318,1,0
ENSDARG00000076320,3,1
ENSDARG00000076321,1,1
ENSDARG00000076321,1,1
ENSDARG00000076324,2,0
ENSDARG00000076324,2,2
ENSDARG00000076328,2,1
ENSDARG00000076332,1,1
ENSDARG00000076334,1,0
ENSDARG00000076334,1,2
ENSDARG00000076339,3,1
ENSDARG00000076343,0,0
ENSDARG00000076348,1,1
ENSDARG00000076351,3,0
ENSDARG00000076357,3,1
ENSDARG00000076360,0,1
ENSDARG00000076361,3,0
ENSDARG00000076362,2,0
ENSDARG00000076364,1,1
ENSDARG00000076371,3,1
ENSDARG00000076373,1,1
ENSDARG00000076376,2,0
ENSDARG00000076379,0,1
ENSDARG00000076381,1,1
ENSDARG00000076381,1,1
ENSDARG00000076386,3,1
ENSDARG00000076388,1,1
ENSDARG00000076389,2,1
ENSDARG00000076391,2,0
ENSDARG00000076393,1,0
ENSDARG00000076401,3,1
ENSDARG00000076402,3,0
ENSDARG00000076404,3,0
ENSDARG00000076406,3,0
ENSDARG00000076411,1,1
ENSDARG00000076414,2,1
ENSDARG00000076416,0,1
ENSDARG00000076420,3,1
ENSDARG00000076425,2,1
ENSDARG00000076434,1,1
ENSDARG00000076435,3,1
ENSDARG00000076437,2,1
ENSDARG00000076440,1,1
ENSDARG00000076440,1,0
ENSDARG00000076442,0,1
ENSDARG00000076442,0,2
ENSDARG00000076443,3,0
ENSDARG00000076448,3,0
ENSDARG00000076449,3,0
ENSDARG00000076451,1,0
ENSDARG00000076451,1,2
ENSDARG00000076462,1,1
ENSDARG00000076464,2,1
ENSDARG00000076466,0,0
ENSDARG00000076472,0,0
ENSDARG00000076472,0,0
ENSDARG00000076474,2,1
ENSDARG00000076476,2,1
ENSDARG00000076476,2,1
ENSDARG00000076480,3,0
ENSDARG00000076484,1,1
ENSDARG00000076486,1,1
ENSDARG00000076486,1,1
ENSDARG00000076487,3,1
ENSDARG00000076490,1,1
ENSDARG00000076490,1,1
ENSDARG00000076495,3,0
ENSDARG00000076496,3,1
ENSDARG00000076499,3,1
ENSDARG00000076500,3,0
ENSDARG00000076501,2,1
ENSDARG00000076508,3,1
ENSDARG00000076509,0,1
ENSDARG00000076510,3,1
ENSDARG00000076512,1,1
ENSDARG00000076518,0,0
ENSDARG00000076526,0,0
ENSDARG00000076526,0,0
ENSDARG00000076529,1,1
ENSDARG00000076529,1,0
ENSDARG00000076530,3,0
ENSDARG00000076532,1,1
ENSDARG00000076532,1,1
ENSDARG00000076533,1,1
ENSDARG00000076533,1,0
ENSDARG00000076534,2,1
ENSDARG00000076541,3,0
ENSDARG00000076542,0,0
ENSDARG00000076542,0,1
ENSDARG00000076544,3,1
ENSDARG00000076546,2,1
ENSDARG00000076547,1,1
ENSDARG00000076547,1,1
ENSDARG00000076552,2,1
ENSDARG00000076552,2,1
ENSDARG00000076554,3,0
ENSDARG00000076554,3,1
ENSDARG00000076557,1,1
ENSDARG00000076557,1,0
ENSDARG00000076559,2,1
ENSDARG00000076560,2,1
ENSDARG00000076563,3,1
ENSDARG00000076564,1,1
ENSDARG00000076566,1,1
ENSDARG00000076566,1,1
ENSDARG00000076568,0,0
ENSDARG00000076568,0,0
ENSDARG00000076569,1,1
ENSDARG00000076569,1,0
ENSDARG00000076572,3,0
ENSDARG00000076573,3,0
ENSDARG00000076574,1,1
ENSDARG00000076574,1,1
ENSDARG00000076584,2,1
ENSDARG00000076585,2,1
ENSDARG00000076592,2,1
ENSDARG00000076594,1,1
ENSDARG00000076594,1,0
ENSDARG00000076611,3,1
ENSDARG00000076620,3,0
ENSDARG00000076622,3,1
ENSDARG00000076623,3,1
ENSDARG00000076624,3,1
ENSDARG00000076632,0,0
ENSDARG00000076632,0,1
ENSDARG00000076634,3,1
ENSDARG00000076639,2,0
ENSDARG00000076644,3,0
ENSDARG00000076650,0,0
ENSDARG00000076650,0,2
ENSDARG00000076652,2,1
ENSDARG00000076657,1,1
ENSDARG00000076657,1,1
ENSDARG00000076659,0,1
ENSDARG00000076659,0,1
ENSDARG00000076667,2,0
ENSDARG00000076667,2,1
ENSDARG00000076673,1,1
ENSDARG00000076673,1,1
ENSDARG00000076679,3,1
ENSDARG00000076685,3,0
ENSDARG00000076689,1,1
ENSDARG00000076689,1,1
ENSDARG00000076697,3,1
ENSDARG00000076699,3,0
ENSDARG00000076701,3,1
ENSDARG00000076702,2,1
ENSDARG00000076710,1,1
ENSDARG00000076713,2,0
ENSDARG00000076713,2,2
ENSDARG00000076716,0,1
ENSDARG00000076721,1,1
ENSDARG00000076721,1,1
ENSDARG00000076724,2,1
ENSDARG00000076729,1,0
ENSDARG00000076730,3,1
ENSDARG00000076733,2,1
ENSDARG00000076733,2,1
ENSDARG00000076735,1,1
ENSDARG00000076735,1,1
ENSDARG00000076742,1,0
ENSDARG00000076742,1,2
ENSDARG00000076745,1,1
ENSDARG00000076745,1,0
ENSDARG00000076747,2,0
ENSDARG00000076747,2,2
ENSDARG00000076748,3,0
ENSDARG00000076752,0,1
ENSDARG00000076752,0,1
ENSDARG00000076754,2,0
ENSDARG00000076757,2,1
ENSDARG00000076763,2,1
ENSDARG00000076765,1,1
ENSDARG00000076765,1,0
ENSDARG00000076766,0,0
ENSDARG00000076767,2,1
ENSDARG00000076768,3,1
ENSDARG00000076773,1,1
ENSDARG00000076773,1,0
ENSDARG00000076776,2,1
ENSDARG00000076776,2,1
ENSDARG00000076779,1,1
ENSDARG00000076780,3,0
ENSDARG00000076781,0,0
ENSDARG00000076787,3,1
ENSDARG00000076789,3,0
ENSDARG00000076790,3,0
ENSDARG00000076791,0,1
ENSDARG00000076796,2,1
ENSDARG00000076797,3,0
ENSDARG00000076798,2,1
ENSDARG00000076799,1,1
ENSDARG00000076799,1,1
ENSDARG00000076801,0,1
ENSDARG00000076804,3,0
ENSDARG00000076807,0,0
ENSDARG00000076807,0,0
ENSDARG00000076814,1,1
ENSDARG00000076814,1,1
ENSDARG00000076815,0,0
ENSDARG00000076819,1,1
ENSDARG00000076819,1,1
ENSDARG00000076820,3,0
ENSDARG00000076824,3,0
ENSDARG00000076826,3,1
ENSDARG00000076828,0,0
ENSDARG00000076829,2,1
ENSDARG00000076830,3,0
ENSDARG00000076833,1,1
ENSDARG00000076834,3,0
ENSDARG00000076836,1,1
ENSDARG00000076836,1,1
ENSDARG00000076838,1,1
ENSDARG00000076838,1,1
ENSDARG00000076839,0,0
ENSDARG00000076839,0,2
ENSDARG00000076843,1,1
ENSDARG00000076844,3,0
ENSDARG00000076847,1,0
ENSDARG00000076848,3,0
ENSDARG00000076850,1,1
ENSDARG00000076853,2,1
ENSDARG00000076856,1,1
ENSDARG00000076856,1,1
ENSDARG00000076857,0,0
ENSDARG00000076858,1,0
ENSDARG00000076861,2,1
ENSDARG00000076862,1,1
ENSDARG00000076865,0,1
ENSDARG00000076865,0,2
ENSDARG00000076867,2,0
ENSDARG00000076870,1,0
ENSDARG00000076872,3,0
ENSDARG00000076873,3,0
ENSDARG00000076888,2,0
ENSDARG00000076888,2,2
ENSDARG00000076889,3,1
ENSDARG00000076891,2,0
ENSDARG00000076896,2,1
ENSDARG00000076899,2,1
ENSDARG00000076900,1,1
ENSDARG00000076900,1,1
ENSDARG00000076901,0,0
ENSDARG00000076903,1,1
ENSDARG00000076903,1,1
ENSDARG00000076904,0,1
ENSDARG00000076904,0,2
ENSDARG00000076913,0,1
ENSDARG00000076914,2,1
ENSDARG00000076919,1,0
ENSDARG00000076919,1,2
ENSDARG00000076920,0,0
ENSDARG00000076920,0,2
ENSDARG00000076923,2,1
ENSDARG00000076924,2,1
ENSDARG00000076928,1,1
ENSDARG00000076928,1,1
ENSDARG00000076933,1,1
ENSDARG00000076933,1,1
ENSDARG00000076934,2,1
ENSDARG00000076943,3,0
ENSDARG00000076949,2,0
ENSDARG00000076949,2,1
ENSDARG00000076950,1,0
ENSDARG00000076952,3,0
ENSDARG00000076959,3,0
ENSDARG00000076960,3,1
ENSDARG00000076962,2,1
ENSDARG00000076964,2,1
ENSDARG00000076965,0,1
ENSDARG00000076966,0,1
ENSDARG00000076970,1,0
ENSDARG00000076972,3,0
ENSDARG00000076978,3,0
ENSDARG00000076980,2,1
ENSDARG00000076988,0,-1
ENSDARG00000076991,0,0
ENSDARG00000076994,3,1
ENSDARG00000076995,2,1
ENSDARG00000076996,1,0
ENSDARG00000076997,2,0
ENSDARG00000076998,3,0
ENSDARG00000077002,1,1
ENSDARG00000077002,1,0
ENSDARG00000077004,3,1
ENSDARG00000077007,3,0
ENSDARG00000077009,2,1
ENSDARG00000077009,2,1
ENSDARG00000077011,2,0
ENSDARG00000077013,2,1
ENSDARG00000077013,2,1
ENSDARG00000077018,1,1
ENSDARG00000077021,3,0
ENSDARG00000077022,2,1
ENSDARG00000077023,3,0
ENSDARG00000077026,2,1
ENSDARG00000077028,0,1
ENSDARG00000077028,0,2
ENSDARG00000077029,0,0
ENSDARG00000077035,0,1
ENSDARG00000077035,0,1
ENSDARG00000077037,0,1
ENSDARG00000077037,0,2
ENSDARG00000077038,0,0
ENSDARG00000077039,1,0
ENSDARG00000077040,3,1
ENSDARG00000077044,0,0
ENSDARG00000077047,1,1
ENSDARG00000077052,2,1
ENSDARG00000077053,3,1
ENSDARG00000077054,1,0
ENSDARG00000077057,2,0
ENSDARG00000077057,2,2
ENSDARG00000077060,0,0
ENSDARG00000077060,0,0
ENSDARG00000077068,3,0
ENSDARG00000077069,1,1
ENSDARG00000077072,0,1
ENSDARG00000077073,2,1
ENSDARG00000077075,2,1
ENSDARG00000077075,2,1
ENSDARG00000077078,0,1
ENSDARG00000077078,0,2
ENSDARG00000077080,1,1
ENSDARG00000077082,1,1
ENSDARG00000077082,1,0
ENSDARG00000077083,3,0
ENSDARG00000077084,3,1
ENSDARG00000077085,2,0
ENSDARG00000077085,2,2
ENSDARG00000077087,3,0
ENSDARG00000077089,0,1
ENSDARG00000077089,0,1
ENSDARG00000077090,2,0
ENSDARG00000077092,2,1
ENSDARG00000077093,0,0
ENSDARG00000077093,0,2
ENSDARG00000077095,2,0
ENSDARG00000077095,2,2
ENSDARG00000077096,3,0
ENSDARG00000077097,2,1
ENSDARG00000077097,2,1
ENSDARG00000077098,0,0
ENSDARG00000077101,2,0
ENSDARG00000077107,0,0
ENSDARG00000077112,3,0
ENSDARG00000077114,2,0
ENSDARG00000077115,2,1
ENSDARG00000077116,0,1
ENSDARG00000077116,0,1
ENSDARG00000077119,2,1
ENSDARG00000077119,2,1
ENSDARG00000077120,2,1
ENSDARG00000077121,1,1
ENSDARG00000077121,1,0
ENSDARG00000077124,3,0
ENSDARG00000077126,0,0
ENSDARG00000077130,1,1
ENSDARG00000077130,1,1
ENSDARG00000077134,3,1
ENSDARG00000077138,3,1
ENSDARG00000077139,3,0
ENSDARG00000077143,0,1
ENSDARG00000077143,0,2
ENSDARG00000077145,3,1
ENSDARG00000077151,3,0
ENSDARG00000077155,3,1
ENSDARG00000077157,1,1
ENSDARG00000077161,1,1
ENSDARG00000077161,1,1
ENSDARG00000077162,3,0
ENSDARG00000077165,3,0
ENSDARG00000077167,3,0
ENSDARG00000077169,1,1
ENSDARG00000077169,1,0
ENSDARG00000077174,2,1
ENSDARG00000077174,2,1
ENSDARG00000077177,2,1
ENSDARG00000077178,2,1
ENSDARG00000077180,3,1
ENSDARG00000077187,3,0
ENSDARG00000077188,3,1
ENSDARG00000077193,3,1
ENSDARG00000077198,3,0
ENSDARG00000077201,3,0
ENSDARG00000077205,2,0
ENSDARG00000077205,2,0
ENSDARG00000077207,2,0
ENSDARG00000077217,3,0
ENSDARG00000077219,1,0
ENSDARG00000077219,1,2
ENSDARG00000077224,1,1
ENSDARG00000077226,0,0
ENSDARG00000077227,0,0
ENSDARG00000077228,3,1
ENSDARG00000077229,1,0
ENSDARG00000077231,3,0
ENSDARG00000077236,3,0
ENSDARG00000077237,2,1
ENSDARG00000077239,2,0
ENSDARG00000077239,2,0
ENSDARG00000077240,3,1
ENSDARG00000077245,3,0
ENSDARG00000077249,3,1
ENSDARG00000077252,2,1
ENSDARG00000077252,2,1
ENSDARG00000077253,0,0
ENSDARG00000077256,1,1
ENSDARG00000077256,1,1
ENSDARG00000077257,3,0
ENSDARG00000077260,0,0
ENSDARG00000077260,0,2
ENSDARG00000077261,3,1
ENSDARG00000077263,3,1
ENSDARG00000077264,0,0
ENSDARG00000077264,0,0
ENSDARG00000077265,0,1
ENSDARG00000077265,0,1
ENSDARG00000077266,0,0
ENSDARG00000077275,3,0
ENSDARG00000077285,1,0
ENSDARG00000077285,1,2
ENSDARG00000077288,2,0
ENSDARG00000077291,1,1
ENSDARG00000077291,1,1
ENSDARG00000077293,1,1
ENSDARG00000077295,1,0
ENSDARG00000077297,3,1
ENSDARG00000077298,1,1
ENSDARG00000077298,1,1
ENSDARG00000077299,0,0
ENSDARG00000077299,0,2
ENSDARG00000077300,2,1
ENSDARG00000077300,2,1
ENSDARG00000077301,1,1
ENSDARG00000077301,1,1
ENSDARG00000077307,0,0
ENSDARG00000077307,0,0
ENSDARG00000077309,1,1
ENSDARG00000077309,1,1
ENSDARG00000077313,3,1
ENSDARG00000077314,0,0
ENSDARG00000077316,2,1
ENSDARG00000077317,2,1
ENSDARG00000077318,1,1
ENSDARG00000077318,1,0
ENSDARG00000077323,2,1
ENSDARG00000077326,1,1
ENSDARG00000077326,1,0
ENSDARG00000077327,3,0
ENSDARG00000077329,3,1
ENSDARG00000077330,3,1
ENSDARG00000077339,0,0
ENSDARG00000077341,1,1
ENSDARG00000077341,1,0
ENSDARG00000077349,3,0
ENSDARG00000077352,3,1
ENSDARG00000077353,3,0
ENSDARG00000077356,3,1
ENSDARG00000077357,2,1
ENSDARG00000077360,2,0
ENSDARG00000077360,2,0
ENSDARG00000077361,0,0
ENSDARG00000077364,2,1
ENSDARG00000077367,3,0
ENSDARG00000077368,0,0
ENSDARG00000077368,0,0
ENSDARG00000077371,3,0
ENSDARG00000077372,3,1
ENSDARG00000077377,1,0
ENSDARG00000077382,1,1
ENSDARG00000077382,1,1
ENSDARG00000077383,1,0
ENSDARG00000077385,1,1
ENSDARG00000077385,1,0
ENSDARG00000077387,1,1
ENSDARG00000077387,1,1
ENSDARG00000077388,1,1
ENSDARG00000077395,0,0
ENSDARG00000077395,0,2
ENSDARG00000077396,2,1
ENSDARG00000077399,3,1
ENSDARG00000077400,2,0
ENSDARG00000077403,1,1
ENSDARG00000077403,1,0
ENSDARG00000077404,0,1
ENSDARG00000077405,0,1
ENSDARG00000077405,0,1
ENSDARG00000077407,2,1
ENSDARG00000077407,2,1
ENSDARG00000077409,0,0
ENSDARG00000077409,0,0
ENSDARG00000077410,2,0
ENSDARG00000077410,2,2
ENSDARG00000077414,3,0
ENSDARG00000077415,0,0
ENSDARG00000077415,0,0
ENSDARG00000077419,1,1
ENSDARG00000077419,1,0
ENSDARG00000077428,3,1
ENSDARG00000077431,2,1
ENSDARG00000077434,2,1
ENSDARG00000077440,2,0
ENSDARG00000077442,0,1
ENSDARG00000077456,0,0
ENSDARG00000077461,0,0
ENSDARG00000077461,0,2
ENSDARG00000077465,3,0
ENSDARG00000077467,1,1
ENSDARG00000077467,1,1
ENSDARG00000077468,3,1
ENSDARG00000077469,0,0
ENSDARG00000077469,0,0
ENSDARG00000077470,3,0
ENSDARG00000077471,2,1
ENSDARG00000077473,0,0
ENSDARG00000077474,0,1
ENSDARG00000077481,3,0
ENSDARG00000077487,2,1
ENSDARG00000077488,1,1
ENSDARG00000077488,1,1
ENSDARG00000077489,3,1
ENSDARG00000077492,1,1
ENSDARG00000077492,1,1
ENSDARG00000077495,2,0
ENSDARG00000077495,2,2
ENSDARG00000077497,3,0
ENSDARG00000077499,1,1
ENSDARG00000077499,1,1
ENSDARG00000077504,3,0
ENSDARG00000077506,2,1
ENSDARG00000077513,2,1
ENSDARG00000077515,3,1
ENSDARG00000077516,2,1
ENSDARG00000077519,0,0
ENSDARG00000077523,2,1
ENSDARG00000077526,0,0
ENSDARG00000077530,0,1
ENSDARG00000077530,0,1
ENSDARG00000077531,2,0
ENSDARG00000077533,1,1
ENSDARG00000077533,1,1
ENSDARG00000077536,0,0
ENSDARG00000077537,3,1
ENSDARG00000077540,2,0
ENSDARG00000077540,2,2
ENSDARG00000077542,3,0
ENSDARG00000077544,0,0
ENSDARG00000077544,0,0
ENSDARG00000077545,1,1
ENSDARG00000077546,2,1
ENSDARG00000077547,1,1
ENSDARG00000077549,3,1
ENSDARG00000077553,2,1
ENSDARG00000077559,1,1
ENSDARG00000077559,1,0
ENSDARG00000077560,3,1
ENSDARG00000077567,2,1
ENSDARG00000077569,1,1
ENSDARG00000077569,1,1
ENSDARG00000077571,1,1
ENSDARG00000077571,1,1
ENSDARG00000077572,1,1
ENSDARG00000077572,1,1
ENSDARG00000077573,3,1
ENSDARG00000077581,0,0
ENSDARG00000077581,0,0
ENSDARG00000077582,3,0
ENSDARG00000077583,1,1
ENSDARG00000077583,1,1
ENSDARG00000077588,2,1
ENSDARG00000077590,1,1
ENSDARG00000077596,3,0
ENSDARG00000077605,2,1
ENSDARG00000077606,3,0
ENSDARG00000077607,2,1
ENSDARG00000077607,2,1
ENSDARG00000077608,3,0
ENSDARG00000077609,2,1
ENSDARG00000077614,3,0
ENSDARG00000077618,1,0
ENSDARG00000077620,0,1
ENSDARG00000077620,0,1
ENSDARG00000077631,0,0
ENSDARG00000077631,0,0
ENSDARG00000077633,3,1
ENSDARG00000077638,2,0
ENSDARG00000077639,0,1
ENSDARG00000077641,1,1
ENSDARG00000077641,1,1
ENSDARG00000077643,1,1
ENSDARG00000077643,1,0
ENSDARG00000077648,2,1
ENSDARG00000077650,2,0
ENSDARG00000077650,2,2
ENSDARG00000077652,3,0
ENSDARG00000077654,3,0
ENSDARG00000077656,2,1
ENSDARG00000077664,2,1
ENSDARG00000077665,0,0
ENSDARG00000077666,3,1
ENSDARG00000077673,3,0
ENSDARG00000077677,2,1
ENSDARG00000077686,2,0
ENSDARG00000077686,2,2
ENSDARG00000077687,3,1
ENSDARG00000077688,3,0
ENSDARG00000077690,1,1
ENSDARG00000077690,1,1
ENSDARG00000077691,3,0
ENSDARG00000077694,2,1
ENSDARG00000077696,2,1
ENSDARG00000077697,1,1
ENSDARG00000077698,2,1
ENSDARG00000077698,2,1
ENSDARG00000077706,2,0
ENSDARG00000077706,2,0
ENSDARG00000077709,3,0
ENSDARG00000077710,2,1
ENSDARG00000077712,2,0
ENSDARG00000077712,2,2
ENSDARG00000077715,3,1
ENSDARG00000077717,1,1
ENSDARG00000077717,1,1
ENSDARG00000077721,0,0
ENSDARG00000077721,0,0
ENSDARG00000077722,1,0
ENSDARG00000077726,0,0
ENSDARG00000077726,0,0
ENSDARG00000077728,2,1
ENSDARG00000077728,2,1
ENSDARG00000077732,0,1
ENSDARG00000077737,3,1
ENSDARG00000077740,2,0
ENSDARG00000077740,2,2
ENSDARG00000077741,2,0
ENSDARG00000077745,2,1
ENSDARG00000077749,3,1
ENSDARG00000077751,0,0
ENSDARG00000077751,0,0
ENSDARG00000077760,0,1
ENSDARG00000077760,0,2
ENSDARG00000077761,2,1
ENSDARG00000077764,1,1
ENSDARG00000077764,1,1
