GeneID,NRMSE,NRMSE_lower,NRMSE_upper,LogLik,LogLik_lower,LogLik_upper,BIC,BIC_lower,BIC_upper
ENSDARG00000000001,0.24383574287793958,0.12710447184341936,0.34819241306720505,-6.6231256,-12.233585357666016,-1.0367381572723389,33.47885291589293,22.30607861981783,44.69977302060518
ENSDARG00000000002,0.34678740298328475,0.13046552600570227,0.6983089479830492,-12.62184,-15.567414283752441,-10.274978637695312,45.476280661205394,40.78255958066377,51.36743087277803
ENSDARG00000000018,0.22696718115116346,0.12286994373960147,0.3421179118801397,-6.7100763,-11.200329780578613,-3.239328622817993,33.65275547925624,26.711259550909137,42.633261866430374
ENSDARG00000000019,0.21439659815207798,0.10058251744224006,0.3539310039554599,0.0034805222,-5.491148471832275,6.35184383392334,20.225641263703437,7.528914637426471,31.2148992489377
ENSDARG00000000068,0.31485435117662164,0.1540389689380801,0.5170784034185641,-11.731017,-15.674785614013672,-8.450762748718262,43.694636759142014,37.13412780270967,51.58217353330049
ENSDARG00000000069,0.4092754682397619,0.15797784634731243,0.7240898023755038,-9.319092,-12.07787799835205,-7.109818458557129,38.87078418920431,34.452239222387405,44.38835830197725
ENSDARG00000000086,0.2995562223316459,0.15774492595936346,0.4595370855483964,-6.541432,-12.132341384887695,-2.592967987060547,33.315465763817166,25.418538279394244,44.49728507504854
ENSDARG00000000103,0.29959556338111876,0.162756454385165,0.48121945570313057,0.72439647,-3.8458828926086426,4.464306354522705,18.783809411595204,11.30398959622774,27.924368090490436
ENSDARG00000000142,0.28641882457866646,0.14247112838680515,0.45992612250656245,-11.224211,-17.083858489990234,-5.65495491027832,42.68102332333717,31.54251212582979,54.400319285253616
ENSDARG00000000151,0.25243910748525794,0.139447554386277,0.3440110798096374,-15.769039,-20.11943817138672,-12.080565452575684,51.77068257341777,44.393733210424514,60.471478648046585
ENSDARG00000000161,0.1935888599437306,0.07512990645527633,0.3291047288327187,-2.053277,-8.242406845092773,3.5651321411132812,24.339156502271624,13.102338023046588,36.717415995458694
ENSDARG00000000175,0.5964161276285309,0.1847089688543803,1.3589038022534565,-20.770786,-24.263429641723633,-18.142946243286133,61.774176454881776,56.51849479184541,68.75946158872041
ENSDARG00000000183,0.17647958739903252,0.09014158650772872,0.259157525761949,-7.558376,-12.069046974182129,-3.9887592792510986,35.349353589634035,28.210120863775348,44.370696253637405
ENSDARG00000000189,0.2618032151965661,0.14493142831655836,0.39356716297690764,-8.348283,-13.702880859375,-3.8609790802001953,36.92916854141149,27.95456046567354,47.63836402402315
ENSDARG00000000212,0.28106056359398135,0.13109849923556272,0.4722357817093588,-16.120216,-20.729034423828125,-11.750801086425781,52.4730342722932,43.73420447812471,61.6906711529294
ENSDARG00000000229,0.34217506192427005,0.17441958059735435,0.5502069744372353,-1.8890146,-8.256356239318848,3.2180562019348145,24.01063150205705,13.796489901403522,36.74531478391084
ENSDARG00000000241,0.1495134676973296,0.0610425765774958,0.25508159653096896,4.0090766,-3.5662717819213867,10.437882423400879,12.214449062163569,-0.6431625415286071,27.365145869115924
ENSDARG00000000324,0.12694651425656475,0.06104568966180484,0.20789263144028983,7.8088913,0.37723255157470703,14.15577507019043,4.614820285151337,-8.078947835107709,19.478137202123737
ENSDARG00000000349,0.21717699032269253,0.11664419748825496,0.3316011093168851,6.1979747,1.609781265258789,10.076944351196289,7.836652315134737,0.07871360288057261,17.013039774755573
ENSDARG00000000369,0.17544905745035838,0.0803581569490672,0.27336605361098676,3.6846943,-0.49016332626342773,7.430709362030029,12.863213446522693,5.371183581213092,21.212928957800006
ENSDARG00000000370,0.20203502386521827,0.10236613765868495,0.3188046175109955,0.76847035,-4.663073539733887,5.670546531677246,18.69566163297985,8.891509241918659,29.558749384740924
ENSDARG00000000380,0.14449567568854862,0.04653215533655189,0.25217402455285465,-2.6420488,-8.150301933288574,1.576897144317627,25.516700286964507,17.078808016637897,36.533206171850296
ENSDARG00000000394,0.1530717743100549,0.07891706625081245,0.2373312344111333,6.8961663,2.0117926597595215,11.317338943481445,6.440269192750189,-2.40207558168974,16.209016985754108
ENSDARG00000000423,0.2258762609615628,0.12416160677293829,0.3115354019750662,-11.62162,-16.136308670043945,-8.082192420959473,43.47584253738317,36.39698714719209,52.50521964536104
ENSDARG00000000442,0.18731512895550068,0.1040348857303144,0.27003818343642444,-5.919189,-10.790231704711914,-1.7147389650344849,32.07098031186554,23.66208023534212,41.813065714696975
ENSDARG00000000472,0.3233727309748832,0.1375236825061864,0.5837779601522718,-11.166651,-16.268638610839844,-6.782425403594971,42.56590196404848,33.79745311246309,52.769879526952835
ENSDARG00000000476,0.2058893123406366,0.11334825639142518,0.30147908499725756,-5.1881576,-10.539050102233887,-0.4833095669746399,30.608917457605326,21.19922143922243,41.31070250974092
ENSDARG00000000489,0.20530707743264834,0.10847700098419133,0.31911132327065367,6.8901434,1.4115244150161743,12.118439674377441,6.452315374712083,-4.004277043481732,17.409553475240802
ENSDARG00000000503,0.08372882516855465,0.031110971908844567,0.14922095462392684,11.41906,5.135508060455322,16.90181541442871,-2.6055163542827624,-13.571028523584271,9.961586184362506
ENSDARG00000000529,0.18510739633710907,0.0750648729810376,0.3222614053372553,1.3325981,-4.145604610443115,5.815605640411377,17.567405882860164,8.601391024450397,28.52381152615938
ENSDARG00000000540,0.1690062019241041,0.08400128892429334,0.25981051653991927,2.8283248,-1.935642957687378,7.182435989379883,14.575952955538968,5.867730326513385,24.103888220647907
ENSDARG00000000542,0.12949248336459676,0.06607080588537774,0.2014103598656749,6.744677,0.30963456630706787,12.50174331665039,6.743248275468681,-4.7708843280276305,19.613333172659015
ENSDARG00000000551,0.2635980608952482,0.12475011431630308,0.43257171010138634,-8.355564,-12.543768882751465,-4.289381504058838,36.9437311262289,28.811365313390827,45.32014007077608
ENSDARG00000000563,0.10600762419016253,0.0496312732032865,0.1772361966832604,10.603429,3.8073880672454834,16.776615142822266,-0.9742536648115169,-13.32062798037138,12.617826170782184
ENSDARG00000000567,0.32914854559457807,0.14574400319113148,0.6017635069170636,-9.04884,-15.140056610107422,-3.192256450653076,38.33028393659982,26.617115206579303,50.51271552548799
ENSDARG00000000568,0.11551993503900213,0.054639237659940915,0.1773454725958804,3.7054985,-0.5071765184402466,6.753162384033203,12.821604845489004,6.7262775372067445,21.246955342153644
ENSDARG00000000588,0.2363524701663714,0.11838531366693239,0.33826819036644534,-13.774739,-17.53757095336914,-10.650629043579102,47.78207947407161,41.53386039243135,55.30774421201143
ENSDARG00000000631,0.30863132761679707,0.1734476788592895,0.47453384737381266,-17.406685,-21.559720993041992,-14.192489624023438,55.04597451529895,48.61758155332002,63.35204429135713
ENSDARG00000000651,0.20620255181306188,0.11189305300256817,0.3226591857834237,1.4249074,-3.6279520988464355,4.936147689819336,17.382787466327287,10.360306925634479,27.488506502966022
ENSDARG00000000656,0.29131410839867067,0.175678364326906,0.42518674406963414,5.6647305,1.3048194646835327,9.356613159179688,8.903140951509213,1.5193759869137757,17.622963375906085
ENSDARG00000000666,0.3036472033403016,0.14100417332177545,0.5472432735335937,-11.206663,-16.07206916809082,-6.358180046081543,42.645927611331075,32.94896239743623,52.37674064145479
ENSDARG00000000690,0.5008996935390982,0.22966776381407844,0.8689962416346003,-11.541325,-14.63975715637207,-9.051865577697754,43.31525060830507,38.336333460668655,49.51211661801729
ENSDARG00000000729,0.13978237472113378,0.06081286320930139,0.22777699348733546,3.6827083,-1.539727807044983,8.113754272460938,12.867185745413044,4.005093760351276,23.312057919363117
ENSDARG00000000730,0.25283170046255515,0.07116177184475103,0.47847493564714294,-5.925865,-10.966474533081055,1.8616633415222168,32.08433354420456,16.509275622228717,42.16555137143526
ENSDARG00000000747,0.19356923470512422,0.11390099626643453,0.2683166844311829,-2.5285912,-6.8718767166137695,1.3129026889801025,25.28978469740841,17.606796927312946,33.976355738500686
ENSDARG00000000760,0.17456919104452076,0.09178006116125825,0.253469297728205,-2.4501114,-5.989711284637451,0.7485716342926025,25.13282531357798,18.735459036687946,32.21202487454805
ENSDARG00000000767,0.27376767829563575,0.12742407747923787,0.49402387034242395,0.43253124,-4.923825263977051,2.907583236694336,19.3675402396718,14.417435831884479,30.080252833227252
ENSDARG00000000779,0.2736069352674714,0.15129860289459562,0.41225949860716027,-1.5958374,-7.176555633544922,2.969676971435547,23.42427680611107,14.293248362402057,34.58571357236299
ENSDARG00000000796,0.3028673891128388,0.12873256258937243,0.5600375114507606,-12.190395,-17.785871505737305,-7.250683307647705,44.61339367804918,34.73396892056856,55.80434531674776
