GeneID,RMSLE,Spearman,NRMSE_range,MASE
ENSDARG00000025615,0.12118874490261078,0.9256965944272446,0.04668494,0.15601525
ENSDARG00000043727,0.24191446602344513,0.9174406604747163,0.1794296,0.47799587
ENSDARG00000098849,0.11614290624856949,0.8900704474871409,0.10721543,0.17563124
ENSDARG00000059816,0.20049184560775757,0.7956656346749225,0.19599903,0.45276424
ENSDARG00000018973,0.13696779310703278,0.8493292053663571,0.098130524,0.36654186
ENSDARG00000017254,0.44243910908699036,0.3869969040247678,0.2519908,0.7378498
ENSDARG00000020467,0.2524929642677307,0.9112487100103198,0.15710025,0.4701009
ENSDARG00000104973,0.12712115049362183,0.8676337068121529,0.17085366,0.42847344
ENSDARG00000112791,0.36048537492752075,0.6454060683708003,0.26015633,0.6749301
ENSDARG00000002771,0.09508435428142548,0.6234523695432166,0.047769275,0.16316673
ENSDARG00000105300,0.20644089579582214,0.8765678074276505,0.1831716,0.5036051
ENSDARG00000030573,0.17603163421154022,0.9380804953560371,0.120159194,0.29413462
ENSDARG00000073716,0.18528075516223907,0.7583089553013167,0.057049867,0.13829808
ENSDARG00000041493,0.5737931132316589,0.5727554179566564,0.29337326,0.75057036
ENSDARG00000115237,0.2527419328689575,0.7853457172342622,0.19969001,0.53975433
ENSDARG00000087544,0.1546374410390854,0.9834881320949431,0.10149159,0.24524137
ENSDARG00000071212,0.5304563045501709,0.9447600639504387,0.1016981,0.1982458
ENSDARG00000102335,0.3047753572463989,0.6346749226006192,0.12547334,0.2771627
ENSDARG00000007863,0.2505643367767334,0.9690402476780186,0.14742729,0.34602278
ENSDARG00000090309,0.11639557778835297,0.9834881320949431,0.06018299,0.20301972
ENSDARG00000057437,0.2714684009552002,0.9174406604747163,0.12232652,0.336529
ENSDARG00000071026,0.20671942830085754,0.9305104417308906,0.04772468,0.096478835
ENSDARG00000041379,0.2485889345407486,0.26171105429306857,0.24349064,0.80037546
ENSDARG00000060184,0.5110816955566406,0.8204334365325078,0.21306135,0.5518454
ENSDARG00000055746,0.2899750769138336,0.7720981607920663,0.1900108,0.5313844
ENSDARG00000110170,0.20903079211711884,0.7234262125902993,0.12761019,0.44461945
ENSDARG00000074219,0.5136188864707947,0.07120743034055728,0.26223144,0.8030184
ENSDARG00000036382,0.19330693781375885,0.6708728060944168,0.04367157,0.13362394
ENSDARG00000079962,0.4887098968029022,0.47368421052631576,0.21110998,0.6806429
